rank,handle_instagram,name_instagram,category_1,followers,audience_country,engagement_auth,engagement_avg,category_2,category_unified,category_status,_platform,_month,_year
811,chaelincl,CL,Art/Artists,10300000.0,Brazil,215000.0,284400.0,Fashion,Lifestyle,MAPPED,instagram,november,2022
812,willyrex,Willyrex,Shows,8800000.0,Spain,285700.0,338700.0,,Entertainment,MAPPED,instagram,november,2022
813,harshasai_,Harsha sai,Shows,3200000.0,India,820900.0,935200.0,,Entertainment,MAPPED,instagram,november,2022
814,anastasiya_kvitko,AK,Lifestyle,12400000.0,United States,192800.0,235900.0,Modeling,Lifestyle,MAPPED,instagram,november,2022
815,marimaria,Mari Maria,Beauty,20200000.0,Brazil,74900.0,144100.0,,Beauty&Fashion,MAPPED,instagram,november,2022
816,yg_treasure_official,TREASURE (트레저),Music,5700000.0,Indonesia,409200.0,523000.0,,Music,MAPPED,instagram,november,2022
817,jaydacheaves,JAYDA,Clothing & Outfits,7700000.0,United States,129199.99999999999,383100.0,,Beauty&Fashion,MAPPED,instagram,november,2022
818,trueno,TR1 ⛈,Music,6900000.0,Argentina,275500.0,428800.0,,Music,MAPPED,instagram,november,2022
819,courteneycoxofficial,Courteney Cox,Cinema & Actors/actresses,12200000.0,India,180000.0,237900.0,,Entertainment,MAPPED,instagram,november,2022
820,jennifer.garner,Jennifer Garner,Cinema & Actors/actresses,13600000.0,United States,187700.0,213100.0,,Entertainment,MAPPED,instagram,november,2022
821,sophiedee,Sophie Dee,Adult content,12400000.0,United States,176300.0,234900.0,,Other,MAPPED,instagram,november,2022
822,kaliuchis,,Music,4000000.0,United States,419000.0,723400.0,,Music,MAPPED,instagram,november,2022
823,violets.tv,Violet Summers,Adult content,13800000.0,Italy,153900.0,211100.0,,Other,MAPPED,instagram,november,2022
824,juliopfernandez,J U L I O   P E Ñ A   F. D E Z,Art/Artists,3400000.0,Brazil,667700.0,848600.0,,Lifestyle,MAPPED,instagram,november,2022
825,lilpump,Lil Pump,Music,14900000.0,United States,121900.0,190800.0,,Music,MAPPED,instagram,november,2022
826,lizzobeeating,Lizzo,Music,13000000.0,United States,157200.0,220200.0,Lifestyle,Music,MAPPED,instagram,november,2022
827,jordynwoods,HEIR JORDYN,Modeling,12600000.0,United States,118400.0,224300.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
828,armaanmalik,ARMAAN MALIK 🧿,Music,13200000.0,India,186600.0,216100.0,,Music,MAPPED,instagram,november,2022
829,shaq,DR. SHAQUILLE O'NEAL Ed.D.,Humor & Fun & Happiness,26900000.0,United States,80700.0,105900.0,Sports with a ball,Entertainment,MAPPED,instagram,november,2022
830,tarajiphenson,taraji p henson,Music,19800000.0,United States,103300.0,144600.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
831,shxxbi131,B.I,Lifestyle,4099999.9999999995,Indonesia,605100.0,708700.0,,Lifestyle,MAPPED,instagram,november,2022
832,espn,ESPN,Sports with a ball,23800000.0,United States,65600.0,119300.0,,Sports,MAPPED,instagram,november,2022
833,riteishd,Riteish Deshmukh,Art/Artists,15500000.0,India,155900.0,182100.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
834,theroyalfamily,The Royal Family,Family,13000000.0,Italy,176400.0,217600.0,Shows,Lifestyle,MAPPED,instagram,november,2022
835,klarafgcastanho,Klåra Cåstanho,Cinema & Actors/actresses,7400000.0,Brazil,200100.0,388100.0,,Entertainment,MAPPED,instagram,november,2022
836,mohamedramadanws,Mohamed Ramadan,Music,20500000.0,Egypt,100800.0,139200.0,,Music,MAPPED,instagram,november,2022
837,valeyellow46,Valentino Rossi,Racing Sports,14100000.0,Indonesia,152300.0,198900.0,,Sports,MAPPED,instagram,november,2022
838,sthefanematos,STHE ⚓️,Lifestyle,10000000.0,Brazil,124700.0,289500.0,,Lifestyle,MAPPED,instagram,november,2022
839,kashikakapoor09,Kashika Kapoor,Beauty,9900000.0,Indonesia,266700.0,285300.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
840,lance210,Lance Stewart,Cinema & Actors/actresses,6600000.0,United States,259800.0,431100.0,Humor & Fun & Happiness,Entertainment,MAPPED,instagram,november,2022
841,chieffkeeffsossa,Chief Keef,Music,7800000.0,United States,197100.0,364600.0,,Music,MAPPED,instagram,november,2022
842,alexis_officia1,Sanchez Alexis,Sports with a ball,14600000.0,Chile,117300.0,193600.0,,Sports,MAPPED,instagram,november,2022
843,anyageraldine,anya geraldine,Music,11200000.0,Indonesia,147800.0,247300.0,,Music,MAPPED,instagram,november,2022
844,flay,FLAY 🎙,Lifestyle,7700000.0,Brazil,177000.0,369500.0,Music,Lifestyle,MAPPED,instagram,november,2022
845,sofia9__official,SOFIA ANSARI,Lifestyle,9100000.0,India,225500.0,314000.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
846,jenna_chew,JENNA 周甄娜,Fitness & Gym,8199999.999999999,United States,279800.0,341800.0,,Sports,MAPPED,instagram,november,2022
847,arishfakhan138,Sayyed Arishfa Khan 💎,Cinema & Actors/actresses,29500000.0,India,77500.0,94000.0,,Entertainment,MAPPED,instagram,november,2022
848,mohanshakti,Shakti Mohan,Art/Artists,16500000.0,India,138300.0,166100.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
849,jimmyfallon,Jimmy Fallon,Shows,23100000.0,United States,94900.0,118800.0,Humor & Fun & Happiness,Entertainment,MAPPED,instagram,november,2022
850,iampauloandre,Paulo André 🏁,Photography,9900000.0,Brazil,102600.0,290500.0,Lifestyle,Lifestyle,MAPPED,instagram,november,2022
851,ewsbdi,로운,,4700000.0,Indonesia,395900.0,591800.0,,,,instagram,november,2022
852,borodylia,Ксения Бородина,Shows,19200000.0,Russia,115000.0,141800.0,Family,Entertainment,MAPPED,instagram,november,2022
853,natalee.007,Natalie Lee,Modeling,7000000.0,United States,310800.0,397200.0,Music,Beauty&Fashion,MAPPED,instagram,november,2022
854,mterstegen1,Marc ter Stegen,Sports with a ball,13600000.0,Spain,132400.0,199500.0,,Sports,MAPPED,instagram,november,2022
855,albafloresoficial,Alba Flores,Cinema & Actors/actresses,11500000.0,Spain,175300.0,236200.0,,Entertainment,MAPPED,instagram,november,2022
856,snejanaonopka15,Snejana Onopka,Modeling,9600000.0,Brazil,221400.0,295500.0,,Beauty&Fashion,MAPPED,instagram,november,2022
857,saythename_17,SEVENTEEN,Music,10200000.0,Indonesia,234300.0,262900.0,,Music,MAPPED,instagram,november,2022
858,anas,Anas,Family,5800000.0,Iraq,367100.0,476800.0,Shows,Lifestyle,MAPPED,instagram,november,2022
859,ab,Antonio Brown,Sports with a ball,11300000.0,United States,118000.0,241100.0,,Sports,MAPPED,instagram,november,2022
860,wdohwan,우도환,Cinema & Actors/actresses,4500000.0,Indonesia,459300.0,608800.0,,Entertainment,MAPPED,instagram,november,2022
861,actor_jg,배우 이준기 李準基,Cinema & Actors/actresses,6500000.0,Indonesia,363100.0,426700.0,,Entertainment,MAPPED,instagram,november,2022
862,ashleybenson,Ashley Benson,Modeling,23300000.0,Brazil,81200.0,115400.0,,Beauty&Fashion,MAPPED,instagram,november,2022
863,letthelordbewithyou,Scott Disick,Lifestyle,27500000.0,United States,64599.99999999999,97600.0,Family,Lifestyle,MAPPED,instagram,november,2022
864,iiqraaziz,IQRA AZIZ HUSSAIN🇵🇰,Beauty,9000000.0,India,266500.0,303800.0,Modeling,Beauty&Fashion,MAPPED,instagram,november,2022
865,icc,ICC,Sports with a ball,24300000.0,India,91700.0,109700.0,,Sports,MAPPED,instagram,november,2022
866,nimratkhairaofficial,NIMRAT KHAIRA,Music,8100000.0,India,271200.0,336500.0,,Music,MAPPED,instagram,november,2022
867,snoopdogg,snoopdogg,Lifestyle,76400000.0,United States,24900.0,35500.0,Music,Lifestyle,MAPPED,instagram,november,2022
868,zo,Lonzo Ball,Sports with a ball,14700000.0,United States,101100.0,182100.0,,Sports,MAPPED,instagram,november,2022
869,cnn,CNN,Shows,18100000.0,United States,107700.0,148800.0,Literature & Journalism,Entertainment,MAPPED,instagram,november,2022
870,realshadmehr,Shadmehr Aghili,Music,8199999.999999999,Iran,242700.0,338600.0,,Music,MAPPED,instagram,november,2022
871,arcticmonkeys,Arctic Monkeys,Music,4099999.9999999995,United States,465000.0,653900.0,,Music,MAPPED,instagram,november,2022
872,priyankaamohanofficial,Priyanka Mohan,Photography,3500000.0,India,660000.0,757300.0,Lifestyle,Lifestyle,MAPPED,instagram,november,2022
873,dacremontgomery,Dacre Montgomery,Cinema & Actors/actresses,8900000.0,United States,224400.0,299900.0,,Entertainment,MAPPED,instagram,november,2022
874,iamyanetgarcia,Yanet Garcia 🇲🇽,Cinema & Actors/actresses,14900000.0,Mexico,139600.0,178200.0,Modeling,Entertainment,MAPPED,instagram,november,2022
875,streetartglobe,StreetArtGlobe ™ 😱,Art/Artists,16600000.000000002,United States,117700.0,159900.0,,Lifestyle,MAPPED,instagram,november,2022
876,maddieziegler,maddie,Cinema & Actors/actresses,13800000.0,United States,126500.0,189800.0,Modeling,Entertainment,MAPPED,instagram,november,2022
877,_abu_saalim_,ABU SAALIM,Photography,3000000.0,India,372600.0,881400.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
878,hannahelzahed,Hannah El-Zahed,Cinema & Actors/actresses,18200000.0,Egypt,117200.0,145000.0,,Entertainment,MAPPED,instagram,november,2022
879,djokernole,Novak Djokovic,Sports with a ball,11400000.0,Serbia,187700.0,230900.0,,Sports,MAPPED,instagram,november,2022
880,weareone.exo,EXO Official,Music,10000000.0,Indonesia,212000.0,265800.0,,Music,MAPPED,instagram,november,2022
881,paollaoliveirareal,Paolla Oliveira,Cinema & Actors/actresses,34900000.0,Brazil,56700.0,75100.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
882,trentarnold66,Trent Alexander-Arnold,Lifestyle,7800000.0,United Kingdom,230400.0,337500.0,Sports with a ball,Lifestyle,MAPPED,instagram,november,2022
883,i_nivethathomas,Nivetha Thomas,Cinema & Actors/actresses,6200000.0,India,379500.0,429200.0,,Entertainment,MAPPED,instagram,november,2022
884,jeromepolin,Jerome Polin Sijabat ジェローム,Education,7000000.0,Indonesia,257700.0,378200.0,Humor & Fun & Happiness,Knowledge&Info,MAPPED,instagram,november,2022
885,sinavaliollah,Sina Valiollah,Shows,7500000.0,Iran,282900.0,356800.0,,Entertainment,MAPPED,instagram,november,2022
886,dilettaleotta,🌸Diletta Leotta🌸,Shows,8600000.0,Italy,206200.0,307500.0,,Entertainment,MAPPED,instagram,november,2022
887,marcoasensio10,Marco Asensio,Sports with a ball,14600000.0,Spain,115900.0,177700.0,,Sports,MAPPED,instagram,november,2022
888,nidhhiagerwal,Nidhhi Agerwal 🌟,Gaming,25700000.0,India,84300.0,101000.0,Cinema & Actors/actresses,Tech&Gaming,MAPPED,instagram,november,2022
889,ms.sethii,Shilpa Sethi,Modeling,6600000.0,United States,267800.0,405100.0,,Beauty&Fashion,MAPPED,instagram,november,2022
890,michelle_lewin,Michelle Lewin,Fitness & Gym,15100000.0,United States,122600.0,173100.0,,Sports,MAPPED,instagram,november,2022
891,galatasaray,Galatasaray,Sports with a ball,11700000.0,Turkey,183000.0,221400.0,,Sports,MAPPED,instagram,november,2022
892,maxverstappen1,Max Verstappen,Racing Sports,9300000.0,United States,214400.0,281900.0,,Sports,MAPPED,instagram,november,2022
893,anggayunandareal16,Ucup - The Hacker,Modeling,10500000.0,Indonesia,169100.0,244700.0,,Beauty&Fashion,MAPPED,instagram,november,2022
894,guaynaa,Guaynaa 🧿,Music,6200000.0,Mexico,269000.0,414800.0,,Music,MAPPED,instagram,november,2022
895,burnaboygram,Burna Boy,Art/Artists,11500000.0,Nigeria,121600.0,223400.0,Music,Lifestyle,MAPPED,instagram,november,2022
896,sergiroberto,Sergi Roberto,Sports with a ball,7600000.0,Spain,215600.0,339700.0,,Sports,MAPPED,instagram,november,2022
897,rakulpreet,Rakul Singh,Cinema & Actors/actresses,22400000.0,India,96200.0,113100.0,Modeling,Entertainment,MAPPED,instagram,november,2022
898,lalioficial,LALI❤️‍🔥,Music,11100000.0,Argentina,160600.0,229500.0,,Music,MAPPED,instagram,november,2022
899,aslisona,Sonakshi Sinha,Cinema & Actors/actresses,23300000.0,India,90200.0,109100.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
900,dear.zia,𝑓𝑟𝑒𝑒𝑧𝑖𝑎 .🌼,,3700000.0,South Korea,612500.0,688400.0,,,,instagram,november,2022
901,dominicfike,,Music,3400000.0,United States,391000.0,743600.0,,Music,MAPPED,instagram,november,2022
902,tamannaahspeaks,Tamannaah Bhatia,Music,17800000.0,India,121300.0,141600.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
903,kikakim,Kristina Kim,Lifestyle,7100000.0,Kazakhstan,273600.0,362100.0,Music,Lifestyle,MAPPED,instagram,november,2022
904,rubyrose,Ruby Rose,Modeling,20300000.0,United States,93900.0,124000.0,,Beauty&Fashion,MAPPED,instagram,november,2022
905,thegirljt,JT😸,Music,5800000.0,United States,161000.0,441100.0,,Music,MAPPED,instagram,november,2022
906,huddy,Chase Hudson,Lifestyle,11500000.0,United States,157500.0,217200.0,Art/Artists,Lifestyle,MAPPED,instagram,november,2022
907,prideofgypsies,Jason Momoa,Cinema & Actors/actresses,17200000.0,United States,114200.0,146800.0,,Entertainment,MAPPED,instagram,november,2022
908,jscmila,Jessica Mila Agnesia,Beauty,22300000.0,Indonesia,84100.0,111600.0,Modeling,Beauty&Fashion,MAPPED,instagram,november,2022
909,normani,Normani,Music,7300000.0,United States,223200.0,349000.0,,Music,MAPPED,instagram,november,2022
910,t22felton,Tom Felton,Music,11900000.0,United States,162600.0,210600.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
911,rey_mbayang,REY MBAYANG,Music,5100000.0,Indonesia,303200.0,493000.0,,Music,MAPPED,instagram,november,2022
912,kh1000le,CHENLE ZHONG,Music,1900000.0,,0.0,1300000.0,,Music,MAPPED,instagram,november,2022
913,qk20,عبدالكريم الهندال الهاشمي - مجلة وضحة,Family,11100000.0,India,212300.0,223800.0,Business & Careers,Lifestyle,MAPPED,instagram,november,2022
914,aoc,Alexandria Ocasio-Cortez,Finance & Economics,8700000.0,United States,235400.0,294400.0,,Knowledge&Info,MAPPED,instagram,november,2022
915,mirandacosgrove,Miranda Cosgrove,Music,9800000.0,Brazil,164400.0,256899.99999999997,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
916,debbyryan,Debby Ryan,Music,16600000.000000002,United States,102800.0,149600.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
917,thiago6,Thiago Alcantara,Sports with a ball,9900000.0,United Kingdom,147800.0,253500.0,,Sports,MAPPED,instagram,november,2022
918,theamitbhadana,Amit Bhadana ( अमित भड़ाना ),Shows,8500000.0,India,241300.0,296500.0,,Entertainment,MAPPED,instagram,november,2022
919,jacksepticeye,Jacksepticeye,Computers & Gadgets,7900000.0,United States,274200.0,318200.0,Machinery & Technologies,Tech&Gaming,MAPPED,instagram,november,2022
920,dagelan,Dagelan,Humor & Fun & Happiness,21100000.0,Indonesia,70000.0,118100.0,,Entertainment,MAPPED,instagram,november,2022
921,alvaromorata,Álvaro Morata,Sports with a ball,18000000.0,Italy,88500.0,136900.0,Literature & Journalism,Sports,MAPPED,instagram,november,2022
922,laurenjauregui,Lauren Jauregui,Music,10800000.0,United States,155500.0,229700.0,,Music,MAPPED,instagram,november,2022
923,rondarousey,Ronda Rousey,Cinema & Actors/actresses,15900000.0,United States,115600.0,154900.0,,Entertainment,MAPPED,instagram,november,2022
924,bypamella,BY PAMELLA ✨🧿,Shows,9900000.0,Brazil,147900.0,253500.0,,Entertainment,MAPPED,instagram,november,2022
925,riyadmahrez26.7,RM26,Sports with a ball,9200000.0,Algeria,210100.0,270600.0,,Sports,MAPPED,instagram,november,2022
926,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,Cinema & Actors/actresses,5500000.0,Italy,337900.0,450400.0,,Entertainment,MAPPED,instagram,november,2022
927,dearra,De'arra Taylor,,6300000.0,United States,159500.0,397400.0,,,,instagram,november,2022
928,hustlemantherapper,Hustleman 💫,Lifestyle,10100000.0,United States,219000.0,241400.0,,Lifestyle,MAPPED,instagram,november,2022
929,yuzi_chahal23,Yuzvendra Chahal,Lifestyle,8199999.999999999,India,247900.0,301900.0,Sports with a ball,Lifestyle,MAPPED,instagram,november,2022
930,fifaworldcup,FIFA World Cup,Sports with a ball,29100000.0,India,55700.0,84100.0,,Sports,MAPPED,instagram,november,2022
931,rjkarishma,RJ Karishma,Humor & Fun & Happiness,3700000.0,India,529900.0,676500.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
932,ricky_martin,Ricky Martin,Music,17300000.0,Argentina,105500.0,141600.0,,Music,MAPPED,instagram,november,2022
933,nabilla,Nabilla Vergara ✨,Beauty,8000000.0,France,223900.0,308100.0,,Beauty&Fashion,MAPPED,instagram,november,2022
934,isaias,Isaías,Lifestyle,9000000.0,Brazil,155600.0,272600.0,,Lifestyle,MAPPED,instagram,november,2022
935,karolsevillaofc,KAROL SEVILLA,Cinema & Actors/actresses,15100000.0,Brazil,127100.0,160700.0,,Entertainment,MAPPED,instagram,november,2022
936,gucci,,Accessories & Jewellery,49000000.0,United States,37200.0,49300.0,Clothing & Outfits,Beauty&Fashion,MAPPED,instagram,november,2022
937,sabinahidalgo,Sabina Hidalgo,Lifestyle,4800000.0,Brazil,432900.0,519299.99999999994,Music,Lifestyle,MAPPED,instagram,november,2022
938,_chaechae_1,김채원 (CHAEWON),Lifestyle,2900000.0,South Korea,699300.0,841000.0,,Lifestyle,MAPPED,instagram,november,2022
939,hyeri_0609,혜리,Music,7300000.0,South Korea,277700.0,334500.0,,Music,MAPPED,instagram,november,2022
940,nadin_serovski,Nadin Serovski,Family,9400000.0,Russia,189300.0,259300.0,Lifestyle,Lifestyle,MAPPED,instagram,november,2022
941,lynaritaa,Lyna Perez,Lifestyle,9100000.0,United States,205500.0,271300.0,,Lifestyle,MAPPED,instagram,november,2022
942,maudeapatow,Maude Apatow,Lifestyle,4800000.0,United States,304700.0,504300.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
943,gongyoo_official,공유 gongyoo official,Lifestyle,3600000.0,Indonesia,537900.0,675700.0,,Lifestyle,MAPPED,instagram,november,2022
944,christian_fig,Christian Figueiredo,Cinema & Actors/actresses,10800000.0,Brazil,142400.0,221800.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
945,arashi_5_official,ARASHI,,4400000.0,Japan,542500.0,565200.0,,,,instagram,november,2022
946,soyturkrabia,Rabia,,2800000.0,Turkey,615400.0,864300.0,,,,instagram,november,2022
947,disney,Disney,Shows,34400000.0,United States,57500.0,69300.0,,Entertainment,MAPPED,instagram,november,2022
948,333cyj333,Ars 🎗,Music,6700000.0,Thailand,304200.0,362400.0,,Music,MAPPED,instagram,november,2022
949,soycintiacossio,Cintia Cossio,Modeling,5800000.0,Colombia,337400.0,421100.0,Adult content,Beauty&Fashion,MAPPED,instagram,november,2022
950,anthonyjoshua,,Fitness & Gym,14400000.0,United Kingdom,123000.0,167300.0,,Sports,MAPPED,instagram,november,2022
951,reynmen,reyn,Music,7100000.0,Turkey,266600.0,339600.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
952,ykaaar,Damiano David/Måneskin,Art/Artists,5200000.0,Italy,336700.0,462000.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
953,jessica.syj,Jessica Jung,Modeling,10900000.0,Indonesia,178400.0,218900.0,Beauty,Beauty&Fashion,MAPPED,instagram,november,2022
954,landonorris,Lando Norris,Racing Sports,5800000.0,Italy,328300.0,413700.0,Cars & Motorbikes,Sports,MAPPED,instagram,november,2022
955,ashleygraham,A S H L E Y  G R A H A M,Modeling,19100000.0,United States,93200.0,123200.0,,Beauty&Fashion,MAPPED,instagram,november,2022
956,ler_chek,Валерия Чекалина,Lifestyle,10500000.0,Russia,174600.0,225100.0,Beauty,Lifestyle,MAPPED,instagram,november,2022
957,bmw,BMW,Cars & Motorbikes,33800000.0,Iran,53200.0,69500.0,,Other,MAPPED,instagram,november,2022
958,joesthetics,Jo Lindner,Fitness & Gym,7800000.0,India,200900.0,306000.0,,Sports,MAPPED,instagram,november,2022
959,maitreyiramakrishnan,Maitreyi Ramakrishnan,Photography,3900000.0,Brazil,413200.0,604300.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
960,ateez_official_,ATEEZ(에이티즈),,7000000.0,United States,294400.0,337700.0,,,,instagram,november,2022
961,myriamfares,Myriam Fares,Music,20900000.0,Iraq,82100.0,111100.0,,Music,MAPPED,instagram,november,2022
962,saaihalilintar,SAAIH HALILINTAR,Business & Careers,5000000.0,Indonesia,377500.0,468400.0,Shows,Knowledge&Info,MAPPED,instagram,november,2022
963,salshabillaadr,Salshabilla adriani,Music,14400000.0,Indonesia,100200.0,160200.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
964,cemrebaysel,Cemre,Lifestyle,3600000.0,Turkey,489400.0,658300.0,,Lifestyle,MAPPED,instagram,november,2022
965,hasnaink07,Hasnain khan,Gaming,13100000.0,India,143300.0,179300.0,,Tech&Gaming,MAPPED,instagram,november,2022
966,arsenal,Arsenal,Sports with a ball,22900000.0,United Kingdom,66800.0,100800.0,,Sports,MAPPED,instagram,november,2022
967,piawurtzbach,Pia Wurtzbach,Beauty,13900000.0,Philippines,137100.0,165300.0,Modeling,Beauty&Fashion,MAPPED,instagram,november,2022
968,tamaaev,Тамаев Асхаб,Fitness & Gym,5100000.0,Russia,324800.0,457600.0,,Sports,MAPPED,instagram,november,2022
969,eunbining0904,박은빈,Music,2900000.0,South Korea,690100.0,814700.0,,Music,MAPPED,instagram,november,2022
970,tarasutaria,TARA💫,Cinema & Actors/actresses,8199999.999999999,India,226900.0,285800.0,,Entertainment,MAPPED,instagram,november,2022
971,viking.barbie,Viking Barbie⚔,Adult content,11500000.0,United States,131500.0,200900.0,,Other,MAPPED,instagram,november,2022
972,brycehall,Bryce Hall,Music,7200000.0,United States,252300.0,324000.0,,Music,MAPPED,instagram,november,2022
973,illusomina,Shinmina,Cinema & Actors/actresses,4500000.0,Indonesia,412700.0,514799.99999999994,,Entertainment,MAPPED,instagram,november,2022
974,sahilkhan,India’s Youth & Fitness IC⭕️N®,Fitness & Gym,10900000.0,India,154800.0,210000.0,,Sports,MAPPED,instagram,november,2022
975,julienco_,! Julian,Lifestyle,6400000.0,Germany,294600.0,362900.0,Family,Lifestyle,MAPPED,instagram,november,2022
976,____kimwoobin,김우빈,Lifestyle,3900000.0,Indonesia,452800.0,597300.0,,Lifestyle,MAPPED,instagram,november,2022
977,aidanrgallagher,Aidan R Gallagher,Music,7700000.0,Mexico,250400.0,301300.0,,Music,MAPPED,instagram,november,2022
978,mccabelinho,LITTLE HAIR,Lifestyle,5400000.0,Brazil,218900.0,431900.0,Music,Lifestyle,MAPPED,instagram,november,2022
979,stebinben,Stebin Ben,Music,11900000.0,India,155000.0,190200.0,Lifestyle,Music,MAPPED,instagram,november,2022
980,optimushwang,황민현,Lifestyle,4400000.0,South Korea,444000.0,529200.0,,Lifestyle,MAPPED,instagram,november,2022
981,divyankatripathidahiya,Divyanka Tripathi Dahiya,Shows,21100000.0,India,93300.0,107800.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
982,aycaaysinturan,Ayça Ayşin Turan,Cinema & Actors/actresses,6000000.0,Turkey,289800.0,387600.0,,Entertainment,MAPPED,instagram,november,2022
983,officialslystallone,Sly Stallone,Art/Artists,15200000.0,United States,118100.0,149100.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
984,haifa_hassony,هيفاء حسوني Haifa Hassony,Modeling,15100000.0,Iraq,112700.0,150400.0,Fitness & Gym,Beauty&Fashion,MAPPED,instagram,november,2022
985,feid,FERXXO,Music,5000000.0,Colombia,220800.0,457200.0,,Music,MAPPED,instagram,november,2022
986,03_hu,박지후,Lifestyle,4200000.0,South Korea,441600.0,541600.0,,Lifestyle,MAPPED,instagram,november,2022
987,nameisnani,Nani,Humor & Fun & Happiness,5300000.0,India,396400.0,427900.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
988,_hakkencoser_,Hakken 八犬,Gaming,3700000.0,United States,500200.0,611300.0,Photography,Tech&Gaming,MAPPED,instagram,november,2022
989,kyliecosmetics,Kylie Cosmetics,Beauty,26000000.0,United States,59800.0,86100.0,Shopping & Retail,Beauty&Fashion,MAPPED,instagram,november,2022
990,kawtarbamo,KAWTAR BA-MOHAMED كوثر بامو,Cinema & Actors/actresses,7600000.0,Morocco,220600.0,298900.0,,Entertainment,MAPPED,instagram,november,2022
991,jimena.jimenezr,Jimena,,5900000.0,Mexico,265600.0,383400.0,,,,instagram,november,2022
992,hank_says_hank,Hank 행크,,3300000.0,South Korea,576700.0,676800.0,,,,instagram,november,2022
993,taylor_hill,Taylor Hill,Art/Artists,20800000.0,United States,71600.0,106900.0,Fashion,Lifestyle,MAPPED,instagram,november,2022
994,epa_colombia,EPA COLOMBIA,,5100000.0,Colombia,322200.0,443200.0,,,,instagram,november,2022
995,beberexha,Bebe Rexha,Music,10700000.0,India,139500.0,206300.0,Lifestyle,Music,MAPPED,instagram,november,2022
996,thenewclassic,Iggy Azalea,Music,16700000.0,United States,82100.0,132800.0,,Music,MAPPED,instagram,november,2022
997,min.nicha,MINNIE,Lifestyle,4200000.0,Thailand,385500.0,526600.0,Music,Lifestyle,MAPPED,instagram,november,2022
998,francety,Francia James,Adult content,11400000.0,India,149900.0,196600.0,,Other,MAPPED,instagram,november,2022
999,silambarasantrofficial,Silambarasan TR,Shows,10200000.0,India,169600.0,216600.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
1000,lalala_lfamily,Lfamily,Music,2500000.0,Thailand,752900.0,900400.0,,Music,MAPPED,instagram,november,2022
