handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg
mohanadrafal,مهند رفلfamily🎈,994800.0,12400000.0,265200.0,3400.0,8400.0
moneybagyo85,YouTube king von 1,55100.0,4400000.0,216100.0,680.0,244.0
montpantoja,Montpantoja,34000000.0,5700000.0,931100.0,3700.0,2400.0
morimura,MoriMura🍕,7200000.0,3000000.0,564600.0,2200.0,2100.0
moritabritos,moriii🖤,1200000.0,2700000.0,719400.0,4100.0,6200.0
mowgli.j,Mowgli,3000000.0,1600000.0,282600.0,4300.0,1600.0
mr.benz,Mr. Benz,4500000.0,2200000.0,254200.0,2100.0,2600.0
mrbeast,MrBeast,37500000.0,4300000.0,570500.0,5800.0,1400.0
mrizkybillar,Rizky Billar,5300000.0,3700000.0,334700.0,4600.0,2800.0
mrstiventc1977,MrStivenTc,6200000.0,2400000.0,288600.0,1900.0,979.0
mscathygonzaga,Alex Gonzaga,7200000.0,2700000.0,328700.0,616.0,403.0
mttiwx,Matt-,321100.0,1600000.0,310100.0,3600.0,2200.0
munchy_monk,Louie,897700.0,1300000.0,283600.0,3900.0,1600.0
muslimoffcial0,🔥Muslim - مسلم,3000000.0,2300000.0,256700.0,2200.0,1100.0
mythical_bubbles,Mythical Bubble,133500.0,1100000.0,221300.0,2800.0,2900.0
n0dd,اينعم سلطان  | SuLTAN,3800000.0,1600000.0,241300.0,3500.0,713.0
nada_m7amed,دودا🦹🏻🤍,6200000.0,3500000.0,272200.0,2800.0,2100.0
namyulenka,Namy,6500000.0,3000000.0,467500.0,3000.0,1600.0
naomineo,Naomi,1500000.0,2900000.0,614600.0,1300.0,1700.0
naomineo,Naomi,1500000.0,2900000.0,614600.0,1300.0,1700.0
nasyakailanazifa,Nasya Kaila Nazifah,2800000.0,4200000.0,173200.0,1700.0,1100.0
nathcampost,NATH CAMPOS,1700000.0,5600000.0,871800.0,1500.0,991.0
nazormaya,Maya Nazor,5000000.0,5700000.0,538100.0,1600.0,393.0
ndn2307,Ngô Đình Nam💦,5500000.0,2600000.0,242300.0,1400.0,172.0
nelkboys,NELKBOYS,4099999.9999999995,3400000.0,314100.0,1800.0,7300.0
nessaabarrett,Ness,18500000.0,9000000.0,791200.0,3800.0,3000.0
ngikuttrendaja,Ahmad Rizki,192800.0,3700000.0,304500.0,1500.0,1200.0
ngoc.matcha,Ngọc Matcha ☘️,3900000.0,1500000.0,255400.0,2400.0,723.0
niallmacmillan,Niall MacMillan,3100000.0,2000000.0,149700.0,886.0,1800.0
nianaguerrero,Niana Guerrero,32100000.0,6500000.0,1100000.0,4100.0,2600.0
nick.digiovanni,nick.digiovanni,8900000.0,2100000.0,300000.0,750.0,591.0
nickschmiiid,Nick Schmid,769700.0,1100000.0,250200.0,1300.0,2400.0
nickvannsmith,Nick Smith,9400.0,1200000.0,269800.0,2500.0,9900.0
nicocaponecomedy,nicocapone.comedy,21700000.0,13300000.0,720700.0,5600.0,33200.0
nicolecherry,nicolecherry,1100000.0,1700000.0,178700.0,1400.0,5600.0
nicoletv,Kayla Nicole,10600000.0,4600000.0,872400.0,1700.0,2600.0
nicollefigueroaa,Nicolle Figueroa,11000000.0,6900000.0,889800.0,2900.0,1400.0
nilered,NileRed,9700000.0,2800000.0,456700.0,2100.0,825.0
njr11njr,njr11njr,1200000.0,1800000.0,228800.0,3800.0,2100.0
nmixx_official,NMIXX,1900000.0,1500000.0,378300.0,3900.0,1500.0
noahschnapp,Noah Schnapp,23700000.0,23600000.0,4900000.0,44200.0,16000.0
nobodysausage,nobody sausage,15600000.0,1900000.0,117600.0,934.0,3900.0
noeldeyzel_bodybuilder,Noel Deyzel,4700000.0,2300000.0,287900.0,1600.0,1300.0
nolaymex,Nolay,54900.0,4400000.0,342800.0,3500.0,8400.0
norinpham_m4,NorinPham,2200000.0,2700000.0,279500.0,3900.0,366.0
nosoychaparro,Luis Chaparro,5400000.0,7300000.0,1400000.0,3900.0,5200.0
nost___,Nost,451000.0,3400000.0,195000.0,726.0,902.0
notshanebennett,Shane Bennett,2100000.0,2700000.0,394500.0,1000.0,1200.0
nubiegriffi,NubieGriffi,130800.00000000001,4300000.0,378500.0,2000.0,13300.0
nurbolat_football7,nurbolat_football,23500.0,2200000.0,132800.0,2000.0,4300.0
nurse.johnn,Jc Dela Cruz,1900000.0,2500000.0,272500.0,1100.0,4100.0
nvran_,😺,538500.0,3400000.0,341400.0,1500.0,30300.0
nyx.lynnx,Nyx,202600.0,1600000.0,155500.0,1800.0,1400.0
obj,Odell Beckham Jr.,1500000.0,3600000.0,447200.0,1600.0,2900.0
odintsoov,Андрей Одинцов,324300.0,1500000.0,370800.0,2500.0,4000.0
official_kep1er,Kep1er,4300000.0,4000000.0,805000.0,6100.0,3500.0
official_nct,NCT Official,8300000.000000001,1100000.0,296500.0,2800.0,1300.0
official_wayv,WayV Official,3800000.0,702700.0,251700.0,6200.0,1700.0
officialjadenwilliams,Jaden Williams,1500000.0,1700000.0,405000.0,2000.0,2100.0
officialsalicerose,Salice Rose,19000000.0,951400.0,188000.0,1600.0,2900.0
ogikdp,Zona Ogik | YT MELLO PROJECT,3000000.0,4200000.0,354300.0,3600.0,966.0
ogulcan,Oğulcan Aşıkoğlu,287100.0,3300000.0,227900.0,1900.0,3300.0
oironyoliveira,Kbuloso 😈,6200000.0,1300000.0,89700.0,329.0,7300.0
okjackok,jack,1100000.0,1400000.0,322300.0,875.0,1100.0
oldtimehawkey,Old Time Hawkey,5800000.0,4600000.0,814000.0,7000.0,5200.0
oli_natu,Oli Natu,9100000.0,2800000.0,437900.0,777.0,1100.0
olisboa,LISBOA,2300000.0,2800000.0,522200.00000000006,1200.0,1800.0
oliver6060,Queen cheryl 👸,2800000.0,1600000.0,67100.0,6700.0,1900.0
oma_abi_reaktions,Oma Abi 👵🏻,16300.0,1400000.0,104700.0,2000.0,4900.0
ongsquad,Ong Squad,8000000.0,2700000.0,304800.0,1200.0,807.0
onlyjayus,Bella Avila,18000000.0,1700000.0,291300.0,1800.0,758.0
onwardwanna,Wanna🥊,5700000.0,8700000.0,1700000.0,15300.0,4400.0
oscar_mezar,Oscar Meza,5700000.0,2600000.0,449400.0,1700.0,1600.0
otakoyakisoba,otakoyakisoba,14800000.0,2100000.0,240100.0,966.0,1400.0
outofcontextcontent,"1 , 2 0 0 , 0 0 0 LEGENDS",1200000.0,8600000.0,776900.0,2300.0,9300.0
outtpig,OuttPig,1900000.0,1700000.0,543800.0,2600.0,2200.0
ox_zung,원정맨 WonJeong,45000000.0,1900000.0,258300.0,2300.0,564.0
paansih16,gustian_magrib,1100000.0,3600000.0,291100.0,1400.0,31500.0
pablitocastilloo,pablitocastilloo,5200000.0,1300000.0,138200.0,857.0,5100.0
pacodemiguel,Paco De Miguel,6700000.0,771200.0,109900.0,2000.0,7300.0
pakoyaso_,Pakoyaso,10600000.0,2800000.0,378200.0,1500.0,3000.0
paloma.cedeno,Paloma Cedeño,578600.0,1800000.0,289600.0,5000.0,18800.0
pam_a_cake,Pam,4300000.0,2300000.0,390400.0,1100.0,146.0
pamibabyy,pami ♡,7200000.0,1700000.0,288900.0,679.0,1300.0
papurriyluisito,PapurriYluisito,814000.0,1300000.0,209400.0,684.0,2300.0
paralympics,paralympics,2100000.0,2200000.0,228400.0,4300.0,2800.0
parishilton,ParisHilton,6300000.0,2100000.0,201600.0,1700.0,1100.0
parkerlocke,Parker Locke,6400000.0,3000000.0,634300.0,8000.0,8500.0
patrickrenna,Patrick Renna,2900000.0,3200000.0,248500.0,1800.0,3500.0
paulablanca143,Paula Blanca,58000.0,2700000.0,145300.0,8100.0,23000.0
paulo_victormelo2,Paulo Victor Melo,1700000.0,2900000.0,186700.0,706.0,1500.0
paulomuzy,paulomuzy,1300000.0,1500000.0,182400.0,909.0,13600.0
paupelaez_,ʜᴀɴᴇᴍɪʏᴀ,6000000.0,2900000.0,496700.0,3600.0,1000.0
payton,“payton”,15200000.0,1200000.0,241900.0,2300.0,1300.0
paytonking,Payton King,5200000.0,4900000.0,1100000.0,8700.0,10100.0
peaks.100_,Peaks100,1000000.0,1600000.0,172300.0,1900.0,1400.0
pedro.loc,Pedro Loc,203600.0,2800000.0,384800.0,3000.0,2700.0
peetmontzingo,Peet Montzingo,10400000.0,2400000.0,266600.0,1300.0,500.0
pegamangaa,Pegamangaa,1900000.0,2000000.0,242400.0,704.0,1400.0
pepperonimuffin,Kirsten,7300000.0,3800000.0,688100.0,1400.0,524.0
pete_pamana,petepamana,2700000.0,2900000.0,307200.0,1600.0,801.0
phamvinh99,Phạm Vinh,2700000.0,2800000.0,224800.0,1400.0,913.0
phatnail,Lê Đại Phát 🥑,1300000.0,2900000.0,190900.0,2400.0,238.0
phun.anh,Phùn Anh,3600000.0,3000000.0,271600.0,2000.0,735.0
pietro_storti,pietro.storti,400700.0,1000000.0,141600.0,1600.0,5800.0
piperrockelle,♥️Piper Rockelle♠️,9500000.0,1700000.0,173200.0,4300.0,389.0
pkllipe,Pk,17700000.0,2100000.0,378700.0,1700.0,2100.0
pollywogcabin,Jake Valois,149600.0,1400000.0,134600.0,664.0,11800.0
polya_tuti,Поля тут🔥👇,2300000.0,3100000.0,250600.0,711.0,730.0
pongamoslo_a_prueba,Pongámoslo a Prueba,34200000.0,11200000.0,1700000.0,4100.0,3500.0
popokbolong,PARHANCUK!,2600000.0,1500000.0,276900.0,1600.0,806.0
posterised,Posterised,4099999.9999999995,10100000.0,1300000.0,3600.0,3900.0
pr4nce,gabriel prince,2600000.0,1600000.0,267100.0,3500.0,2500.0
priimoraa,Prii Moraa,15000000.0,3000000.0,525900.0,840.0,880.0
priv_mav,MAV 🦦,5300000.0,2700000.0,334000.0,524.0,686.0
psg,psg,27900000.0,2600000.0,271500.0,1500.0,497.0
pureojuice,NO OPPS OUT ON ALL PLATFORMS,168300.0,1100000.0,186100.0,3300.0,3700.0
qamar_altaey,𓆩𝑄𝐴𝑀𝐴𝑅¹⁶𓆪,3200000.0,5800000.0,517200.00000000006,12200.0,11600.0
qpark,Q Park,32000000.0,12400000.0,1100000.0,6400.0,19100.0
queen_paul,⭐️💄Queen Paul💄⭐️,3100000.0,3200000.0,78900.0,3100.0,950.0
qvos,Rupthy🏡 (Roblox),1900000.0,1500000.0,157100.0,4200.0,2200.0
rad.miru,🌜РАДМИР🌛,12000000.0,3700000.0,298200.0,1100.0,294.0
rafaellatuma,Rafaella Tuma,1200000.0,1500000.0,146000.0,1400.0,12600.0
rafaelsantos,Rafael Santos,17900000.0,2400000.0,548000.0,2700.0,1100.0
rafifrasyaq,rafif,74700.0,1600000.0,221800.0,1800.0,4100.0
rah_money1,General ock,3100000.0,1700000.0,231500.0,1500.0,1400.0
rakib_hossain_vlogs,Rakib Hossain,1200000.0,1300000.0,139600.0,4100.0,1100.0
ramonvitor,ramonvitor,4400000.0,3900000.0,821600.0,2900.0,1300.0
ratuauliaa22,ratuauliatp,12600000.0,2500000.0,304100.0,1900.0,1000.0
rawwwash,Mostafa Abo Rawash,1200000.0,7100000.0,370600.0,2100.0,3700.0
rayanfahmi,Rayoon,3300000.0,2400000.0,221200.0,1200.0,921.0
rayssabuq,Rayssa Buq,6100000.0,1500000.0,252200.0,2000.0,761.0
readyfredi,fredi,2300000.0,7500000.0,1400000.0,19000.0,32100.0
real_animasinopal,Animasinopal,1500000.0,2500000.0,309600.0,1000.0,3100.0
realmadrid,Real Madrid C.F.,17700000.0,2800000.0,403200.0,2600.0,2300.0
renpc_,✨Ren PC✨,4099999.9999999995,1900000.0,349700.0,1800.0,6400.0
reyyhaan31,Reyyhaan!,4400000.0,2800000.0,213500.0,1000.0,409.0
riaricis,Ria Ricis,27400000.0,2900000.0,276700.0,1100.0,1200.0
richcaroline,Caroline Ricke,3100000.0,1600000.0,308200.0,669.0,1400.0
rickylemon99,Ricky Limon,11600000.0,3500000.0,394800.0,549.0,366.0
rita_pubg,ريتا العراقية,1600000.0,1400000.0,135700.0,7500.0,1500.0
robert_kelley,Robert Rausch,780500.0,1400000.0,280000.0,1400.0,2000.0
roblox,Roblox,8800000.0,1500000.0,239600.0,5900.0,1500.0
rosalia,La Rosalia,20800000.0,3300000.0,445100.0,2100.0,992.0
rubentuestaok,Ruben Tuesta,15600000.0,4900000.0,568100.0,1400.0,4000.0
rucenuenda1,Ruce Nuenda,1600000.0,2100000.0,332500.0,1400.0,740.0
rug,FaZe Rug,9100000.0,1700000.0,230500.0,1900.0,314.0
rus.alien,Rustam Raziev,7000000.0,5000000.0,279500.0,1200.0,233.0
ryanbakery,𝙍𝙮𝙖𝙣𝘽𝙖𝙠𝙚𝙧𝙮,1500000.0,3500000.0,364500.0,4200.0,4200.0
rzy135,RZ......,278300.0,1100000.0,153900.0,1100.0,3800.0
rzy135,RZ......,278300.0,1100000.0,153900.0,1100.0,3800.0
sa_ro01,sara💜,5800000.0,4900000.0,385900.0,8200.0,2300.0
saafiir_,Saafiir,3600000.0,3500000.0,143600.0,738.0,789.0
sabrenorris,Sabre Norris,3100000.0,1700000.0,168400.0,9600.0,607.0
sabrinacarpenter,Sabrina Carpenter,12300000.0,2800000.0,502600.0,1500.0,1100.0
sabrinamaria,Sabrina Maria,66000.0,3400000.0,435900.0,1700.0,752.0
sachiuki,sachi ˘͈ᵕ˘͈,617400.0,866800.0,269200.0,3900.0,2800.0
samanth_a01,Sam,490500.0,1900000.0,247900.0,1700.0,1100.0
samkelly322,Samantha Kelly,2500000.0,2400000.0,423500.0,1200.0,2100.0
sammihanratty,Sammi Hanratty,1200000.0,3700000.0,775500.0,1600.0,1500.0
sammy_dao222,Sammy Đào,2600000.0,2200000.0,218700.0,4000.0,1300.0
samseats,Sam Way,9000000.0,9600000.0,1100000.0,2300.0,2100.0
sarahcothran,Sarah Cothran,3200000.0,1500000.0,276800.0,1200.0,1000.0
scarlettsspam2,scarlett,2100000.0,17900000.0,845800.0,53900.0,6300.0
scottsreality,Scott 🔥,37400000.0,4900000.0,139600.0,1000.0,196.0
scottsreality,Scott 🔥,37400000.0,4900000.0,139600.0,1000.0,196.0
scottsreality,Scott 🔥,37400000.0,4900000.0,139600.0,1000.0,196.0
secondhandhuns,Verona Farrell,99000.0,1800000.0,252500.0,1900.0,1200.0
sefo,Sefo,759800.0,3300000.0,283400.0,1000.0,810.0
selenagomez,Selena Gomez,41600000.0,11300000.0,1900000.0,12000.0,6100.0
selenaoutdid,♡,347200.0,2000000.0,280700.0,1500.0,1800.0
semiraminta,Yeliz Korkmaz,11900000.0,2200000.0,167400.0,5000.0,605.0
sergioramos,Sergio Ramos,10200000.0,1600000.0,192700.0,4800.0,342.0
seventeen17_official,SEVENTEEN,5000000.0,3400000.0,748600.0,10300.0,9400.0
shadisrour,Shadi Srour,1900000.0,3100000.0,290300.0,4100.0,2700.0
shahab_vid1,حساب الرسمي شهاب ملح,3000000.0,3700000.0,62400.0,2600.0,1900.0
shakira,Shakira,23900000.0,6300000.0,407300.0,1600.0,508.0
shanjid_hasan,🔥Shanjid Hasan🔥,4600000.0,2200000.0,233700.0,1100.0,879.0
shanti_rehman,shanti rehman🇧🇩,290300.0,3700000.0,245100.0,2000.0,2200.0
sharl_crb,sharl,1800000.0,2100000.0,365700.0,1300.0,516.0
shayvise,Shayvise,2900000.0,2100000.0,376000.0,861.0,282.0
shenacinnamon,Shenina Cinnamon,530600.0,2500000.0,237700.0,798.0,559.0
sherifkhalid,sherif khalid 🙏,9800000.0,1300000.0,154600.0,2000.0,2300.0
shlatfish,Shlatfish,3800000.0,1800000.0,250100.0,3900.0,2600.0
shxtsngigs,ShxtsNGigs Podcast,4000000.0,6000000.0,1200000.0,2400.0,13100.0
sibenitoo,SiBenitoo,5100000.0,1700000.0,147800.0,2000.0,1200.0
sidetalknyc,Sidetalk,3700000.0,1600000.0,222100.0,897.0,3800.0
simp4me.de,Soffi,17300.0,1400000.0,202500.0,2200.0,6400.0
siscakohl,Sisca Kohl,12000000.0,11200000.0,1400000.0,15000.0,5200.0
sjbleau,SJ,12900000.0,2500000.0,372200.0,979.0,576.0
skaijackson,Skai Jackson 🥰,19900000.0,2000000.0,393300.0,1500.0,601.0
skillerhomei,Football ⚽️ SkillerHome,1900000.0,1900000.0,329700.0,3800.0,4800.0
slimjim,Slim Jim,2700000.0,1800000.0,137000.0,22700.0,190.0
snauzk,snauzk,4300000.0,897000.0,225600.0,1900.0,3600.0
snoopdogg,Snoop Dogg,21400000.0,4300000.0,362300.0,4700.0,1800.0
sofiaespanha,sofia espanha,3700000.0,2600000.0,437200.0,2800.0,688.0
softbulletgun97,Tik Toker,1300000.0,2300000.0,188300.0,2200.0,4100.0
somosnoveleiros,𝗷𝘂𝗹𝗶𝗼,1100000.0,1500000.0,287800.0,1700.0,537.0
soojinicoreana,Chingu Amiga,18600000.0,9000000.0,1400000.0,4300.0,1100.0
soupytime,georgie,5100000.0,1300000.0,282500.0,2100.0,794.0
soydekko,Soydekko,6900000.0,2100000.0,307800.0,2000.0,304.0
soyminisech,🐻🐻SECHITO🐻🐻,731600.0,5700000.0,360700.0,1500.0,5700.0
soysaucer,fivar,563000.0,5900000.0,851100.0,2700.0,14400.0
soysuco,soysuco,11400000.0,4800000.0,628100.0,14500.0,1700.0
soysuco_ff,Suco Ismael,3700000.0,3400000.0,430500.0,6600.0,981.0
spencer_serafica,Xspencer,12900000.0,3200000.0,562200.0,3100.0,2600.0
spents,Spence,1700000.0,1200000.0,255300.0,1200.0,1500.0
spicyycam_,Spice King,19100000.0,1800000.0,214800.0,1900.0,139.0
stayc_official,STAYC,1400000.0,706200.0,229900.0,5400.0,1400.0
stellajero16,Vester Ajero,1300000.0,861900.0,185300.0,9300.0,970.0
stephenamell,Stephen Amell,1600000.0,1200000.0,206500.0,2100.0,2700.0
stevang08,stevang08,251100.0,2200000.0,293000.0,2100.0,23300.0
steveioe,Steveioe,10900000.0,1400000.0,254000.0,888.0,1500.0
story_7647,𝕾𝖙𝖔𝖗𝖞,571100.0,1600000.0,316500.0,358.0,6100.0
straange_56guuuuy,aikihoruus?,5900.0,1500000.0,276600.0,2200.0,10800.0
strangehumano,strangehuman,9200000.0,4600000.0,656700.0,2200.0,1600.0
straykids_japan,straykids_japan,7600000.0,849600.0,255300.0,6700.0,4700.0
subwaysurfersofficial,Subway Surfers,4300000.0,4200000.0,677100.0,8400.0,963.0
sucss.s,Açucena Guirra,10700000.0,2700000.0,608500.0,2800.0,649.0
supadupahumble,@supadupahumble,2200000.0,2700000.0,540300.0,1700.0,6900.0
surfinsafari,Surfin Safari,105700.0,2000000.0,221100.0,1400.0,1700.0
susymourizz,🍩Susy Mouriz🍩,7200000.0,2000000.0,229300.0,2700.0,1300.0
swaggyj.enny,tg,546300.0,1500000.0,316200.0,1600.0,1200.0
tai.tl2,tai_tl,396900.0,1200000.0,212400.0,1700.0,3300.0
talalionaire,طلاليونير,593000.0,5600000.0,404100.0,10900.0,8100.0
talfishman,Tal Fishman,2200000.0,1600000.0,206500.0,1500.0,837.0
tangmokoko,แตงโม โกโก้ปั่น,901500.0,3000000.0,191400.0,1600.0,467.0
tannertan36,tan,689800.0,926200.0,249300.0,1900.0,3600.0
taylorfrankiepaul,Taylor Paul,3600000.0,3500000.0,155700.0,1200.0,443.0
teddyteclebrhan,TeddyTeclebrhan,863200.0,1200000.0,140500.0,585.0,4000.0
terryreloaded,Terry Reloaded,5900000.0,4700000.0,946900.0,7100.0,13200.0
tessteur,Tess Teur,83400.0,940800.0,81900.0,704.0,10800.0
teukuryantr,teukuryantr,3700000.0,2200000.0,215900.0,1400.0,1600.0
texasboi78,Casey,21400.0,1400000.0,89000.0,900.0,19000.0
thallyssonsb,Thallysson Borges,9600000.0,2600000.0,388800.0,4200.0,6000.0
thanhyvo,🌹❤️Thành ý võ ❤️🌹,11500000.0,3900000.0,245100.0,1100.0,202.0
thatlittlepuff,ThatLittlePuff,28600000.0,4600000.0,476500.0,916.0,1200.0
thaybeou40,Thầy Beo U40,4099999.9999999995,4099999.9999999995,363600.0,2000.0,290.0
the.historical,History Footage,201500.0,2900000.0,346200.0,4800.0,5100.0
theandrewschulz,Andrew Schulz,3500000.0,2600000.0,474100.0,2700.0,11800.0
thebenjishow,benji,5700000.0,1800000.0,274100.0,1100.0,1500.0
thebosswives,The Boss Wives,1100000.0,2200000.0,206200.0,808.0,4200.0
thecoreyb,Corey B,8700000.0,905900.0,141400.0,808.0,5600.0
theevaelfie,Eva Elfie,4099999.9999999995,1600000.0,194100.0,3500.0,1200.0
thegervaisshrine,Ricky Gervais’ Best Bits,135300.0,2300000.0,232900.0,1200.0,3700.0
thehealchef,Harry Heal,2000000.0,2500000.0,374500.0,3000.0,2700.0
thekapelariz,The Kapelari Family,1400000.0,1800000.0,255900.0,1500.0,741.0
thekauczuk,Kauczuk,644900.0,2400000.0,205100.0,2000.0,358.0
thekidlaroi,The Kid LAROI.,3100000.0,3500000.0,448500.0,3600.0,3100.0
thelondoncharles,London Charles,5900000.0,2700000.0,637400.0,2400.0,2200.0
themysteriouschef,TheMysteriousChef,4700000.0,1900000.0,187800.0,1100.0,1200.0
theovon,Theo Von,2100000.0,1400000.0,127300.0,1300.0,12300.0
therealhammytv,TheRealHammyTV,14800000.0,6400000.0,322500.0,2100.0,17300.0
therealmaneskin,Måneskin,5700000.0,2900000.0,339800.0,1600.0,974.0
therock,The Rock,53100000.0,2700000.0,422700.0,5900.0,2900.0
thestradman,TheStradman,3200000.0,4000000.0,587800.0,7400.0,2400.0
thesupercole,Cole LaBrant,21900000.0,8000000.0,848800.0,3300.0,2100.0
thethai.14,THAIFT,445200.0,2900000.0,182400.0,1100.0,841.0
thethinktok,The Think Tok,666100.0,1700000.0,152100.0,1900.0,7100.0
thiagobarrosoficial,Thiago Barros,3600000.0,2000000.0,223700.0,901.0,950.0
thiagobarrosoficial,Thiago Barros,3600000.0,2000000.0,223700.0,901.0,950.0
thinfrog,frog army tiktok😈🐸💪,1500000.0,2300000.0,204300.0,1400.0,863.0
thinhung99,Thị Nhung,6200000.0,2600000.0,295700.0,4600.0,965.0
thiskasai,Thiskasai,884000.0,1500000.0,272500.0,1700.0,6700.0
tiahranelson,T✨,4400000.0,890000.0,260800.0,4100.0,2900.0
tifannylm,⚡️TEF,8300000.000000001,4000000.0,451200.0,1300.0,517.0
tik_tok_bhadie,grantbeans,1600000.0,4600000.0,1200000.0,4100.0,6600.0
tiktokchavs_,THETIKTOKCHAVS,1400000.0,1200000.0,203500.0,1300.0,2400.0
tmaai_,20th6.,91800.0,1300000.0,170900.0,638.0,4400.0
tombrady,Tom Brady,4200000.0,5500000.0,551600.0,4500.0,6900.0
tomjamesr,Tom Riggott,77100.0,2200000.0,298700.0,1100.0,956.0
tommyinnit,Tommy,11500000.0,1300000.0,366300.0,5400.0,1100.0
tonylopez,Tony Lopez,23100000.0,2100000.0,252000.0,1300.0,460.0
tooturnttony,Tooturnttony,17000000.0,4099999.9999999995,494300.0,4400.0,1300.0
trainee_a,Trainee A,3100000.0,1000000.0,280200.0,3000.0,2500.0
trashywashyy,Rach,3600000.0,3800000.0,288900.0,1100.0,355.0
trevorwallace,trevor wallace,8000000.0,2800000.0,269400.0,673.0,7600.0
tsezy,Tommy,4800000.0,2000000.0,253500.0,1900.0,735.0
tsonghanwu,Tsong Han Wu Velasquez,6400000.0,2200000.0,358000.0,652.0,932.0
tuananh_villa699,🔥Tuấn Anh🔥,1900000.0,1700000.0,251200.0,3800.0,1100.0
tuankiet.2000,Kiệt Hà Tịnh,3400000.0,2200000.0,258399.99999999997,1300.0,386.0
tulio_sasaya,tulio sasaya,468500.0,1600000.0,366900.0,2100.0,1500.0
tunico80,🌠Antonio Tonon🌠,6700000.0,1800000.0,297800.0,1800.0,1800.0
turquoise.dec,turks<3,469400.0,1400000.0,302800.0,1200.0,1300.0
tuvok12,Tuvok12,12700000.0,9300000.0,1300000.0,1100.0,1000.0
twice_tiktok_official,TWICE,15900000.0,4900000.0,1300000.0,21800.0,12800.0
txt.bighitent,TOMORROW X TOGETHER,17300000.0,4200000.0,1300000.0,21400.0,7800.0
ty.funnyfunny,Ty.funnyfunny,237700.0,1200000.0,240900.0,5000.0,14900.0
unboxing.id,unboxing.id,100000.0,2100000.0,203900.0,1300.0,643.0
unlabeled_,Paula 🐄,1200000.0,3300000.0,610500.0,1700.0,648.0
unlap1n,ELL/BILL,124200.0,803500.0,263200.0,2000.0,2500.0
unreal_keanu,Unreal Keanu Reeves,3700000.0,1800000.0,187900.0,6400.0,2000.0
usso96,Usso96,7000000.0,4000000.0,303100.0,889.0,1800.0
ustazebitlew,Ebit Lew,3300000.0,2400000.0,195200.0,3600.0,2400.0
valuza.z,Valentina Zenere,1900000.0,2100000.0,365700.0,1300.0,748.0
vancityreynolds,Ryan Reynolds,20100000.0,3800000.0,973500.0,3400.0,2500.0
vanessalopesr,Vanessa Lopes,23300000.0,3900000.0,387900.0,3200.0,1800.0
vanrezaputra,Elaina,320100.0,1900000.0,163300.0,2300.0,1800.0
vasif.yahyayev95,RASHEL KOLANECİ,1600000.0,2300000.0,117900.0,1000.0,1900.0
veganpastrychef,Gracie,2000000.0,2500000.0,380500.0,2100.0,4100.0
veliaveve_,Velia,2500000.0,2100000.0,361300.0,1400.0,337.0
venao2323,YANFRY EL TIERNO🙈,4500000.0,1800000.0,175700.0,1200.0,1900.0
vhackerr,Vinnie,14400000.0,3700000.0,737600.0,9600.0,5300.0
vibin.wit.tay,Tay,3700000.0,2800000.0,652000.0,2900.0,12400.0
victormelo,Victor Melo,20900000.0,5100000.0,745100.0,4100.0,5200.0
videomusic.oficial,Videomusic,2000000.0,1500000.0,140000.0,284.0,5500.0
vidhia_r,Vidhi_R,6700000.0,3200000.0,382900.0,4700.0,3900.0
vienvibi_899,Viên Vibi,6700000.0,3200000.0,330600.0,1300.0,285.0
vietphuongthoa98,Việt Phương Thoa,11000000.0,3700000.0,426600.0,1800.0,387.0
viki_tory88,Вика & Женя,310600.0,1900000.0,48800.0,208.0,12900.0
viliacarl,Vilia Carl,3200000.0,3100000.0,281500.0,785.0,1200.0
vilmeijuga,VILMEI✨,13300000.0,3200000.0,321600.0,3600.0,1900.0
vinhtech.review,VINHTECH REVIEW,753000.0,4200000.0,225600.0,3000.0,1100.0
viralatacaramelo,vira-lata caramelo,1500000.0,2100000.0,526300.0,4900.0,1700.0
virginiafonseca,Virginia,32500000.0,4300000.0,495100.0,2300.0,946.0
vitoou,vito•_•,52400.0,1000000.0,179300.0,3300.0,10900.0
vzelivx,vzelivx,731300.0,2100000.0,271200.0,2600.0,1300.0
wawazainal92,WAWA ZAINAL,116700.0,1700000.0,216100.0,3900.0,2600.0
wessamq,wessamq,5200000.0,8300000.000000001,860900.0,4700.0,6200.0
wigofellas,wigofellas,33299999.999999996,3200000.0,163500.0,606.0,1300.0
williamlast_krm,William Last KRM,4600000.0,2000000.0,210600.0,2900.0,2400.0
williesalim,WILLIE SALIM,13300000.0,4300000.0,260800.0,6000.0,1800.0
wisdm8,Wisdom Kaye,8199999.999999999,1400000.0,277500.0,2600.0,1600.0
wuesilva,Wue Silva,12500000.0,1900000.0,236400.0,1600.0,1600.0
xtnam1,Lee,2000000.0,1300000.0,352800.0,1500.0,1200.0
xxlechuga,Daniel Lechuga,4099999.9999999995,1200000.0,293100.0,1300.0,2000.0
xxxten1369,XXXTENTACION,3700000.0,2800000.0,335100.0,1000.0,1800.0
yahia_x,يحيى الزعبي,2200000.0,4000000.0,189900.0,1000.0,3100.0
yasincengiz38,YasinCengiz,1500000.0,5300000.0,141500.0,433.0,4500.0
yescyrille,Yescyrille,3000000.0,3000000.0,196500.0,967.0,2200.0
yesimresmi1,~YEŞİM,16600000.000000002,3300000.0,223400.0,1500.0,850.0
