rank,name_youtube,handle_youtube,audience_country,followers,category_1,views_avg,likes_avg,comments_avg,category_2,category_1_unified,category_2_unified,category_primary,if_exist
509,Mohamed Ramadan I محمد رمضان,MRamadanOfficial,Egypt,14200000,Music & Dance,2400000,59400,4100,,Music,,Music,1
510,Zach Choi ASMR,Zach Choi ASMR,United States,14200000,Daily vlogs,166700,11000,114,,Lifestyle,,Lifestyle,1
511,Camila Loures,camilaloures,Brazil,14200000,Movies,239900,18800,325,Humor,Entertainment,Entertainment,Entertainment,1
512,Anasala I أنس و أصالة,Anasala I أنس و أصالة,Egypt,14200000,,2700000,194200,7700,,,,,0
513,CNN,CNN,United States,14200000,Music & Dance,323200,4700,4200,Animation,Music,Entertainment,Music,1
514,Gulshan Kalra,Gulshan Kalra,India,14200000,,8900000,477600,561,,,,,0
515,Taarak Mehta Ka Ooltah Chashmah,Taarak Mehta Ka Ooltah Chashmah,India,14200000,,348000,5700,88,,,,,0
516,UFC - Ultimate Fighting Championship,UFC,United States,14200000,Sports,135800,3000,301,,Sports,,Sports,1
517,Trap City,OfficialTrapCity,United States,14200000,Music & Dance,35500,1800,76,,Music,,Music,1
518,O Canal do Joãozinho - Little Angel Português,O Canal do Joãozinho - Little Angel Português,,14200000,Animation,764100,3500,0,,Entertainment,,Entertainment,1
519,Daily Dose Of Internet,Daily Dose Of Internet,United States,14100000,Animals & Pets,5100000,249500,9800,,Lifestyle,,Lifestyle,1
520,#Refugio Mental,#Refugio Mental,Argentina,14100000,Movies,566800,6600,80,,Entertainment,,Entertainment,1
521,A2 Motivation by {Arvind Arora},A2 Motivation by {Arvind Arora},India,14100000,,342100,47100,208,,,,,0
522,EdisonPts,EdisonPts,Russia,14100000,Video games,2000000,144900,6900,,Tech/Gaming,,Tech/Gaming,1
523,Трум Трум,Трум Трум,,14100000,Humor,237200,2900,104,Toys,Entertainment,,Entertainment,1
524,DM - Desi Melodies,DM - Desi Melodies,India,14000000,Music & Dance,15400000,321100,18600,,Music,,Music,1
525,Saad Lamjarred | سعد لمجرد,SaadLamjarredTV,Morocco,14000000,Music & Dance,2000000,74700,8400,,Music,,Music,1
526,F2Freestylers - Ultimate Soccer Skills Channel,F2Freestylers,United Kingdom,14000000,Sports,957600,0,328,,Sports,,Sports,1
527,Blippi Español,Blippi Español,,14000000,Toys,485600,1700,0,Education,,Info/Business,Info/Business,1
528,Doc Tops,Doc Tops,Mexico,14000000,Animation,1300000,58600,805,,Entertainment,,Entertainment,1
529,AM3NlC,AM3NlC,Brazil,14000000,Food & Drinks,190600,19900,276,,Lifestyle,,Lifestyle,1
530,FC Barcelona,fcbarcelona,United States,14000000,Sports,224700,14000,262,,Sports,,Sports,1
531,Мастерская Настроения,MasterskayaNastroeny,Russia,14000000,Movies,408900,10400,209,Video games,Entertainment,Tech/Gaming,Entertainment,1
532,Bie The Ska,bomberball,Thailand,14000000,,384500,12200,265,,,,,0
533,Auron,Auron,Mexico,14000000,Video games,2000000,112600,1800,,Tech/Gaming,,Tech/Gaming,1
534,NikkieTutorials,NikkieTutorials,United States,14000000,Design/art,1700000,165300,752,Beauty,Lifestyle,Beauty/Fashion,Lifestyle,1
535,Mis Pastelitos,mispastelitosyoutub,Mexico,13900000,Food & Drinks,864600,33400,1200,,Lifestyle,,Lifestyle,1
536,Mazhavil Manorama,MazhavilManorama,India,13800000,,9600,106,4,,,,,0
537,Rosanna Pansino,RosannaPansino,United States,13800000,DIY & Life Hacks,206300,8800,224,,Lifestyle,,Lifestyle,1
538,MNCTV OFFICIAL,MNCTVOfficial,Indonesia,13800000,Music & Dance,2000,40,1,,Music,,Music,1
539,Hongyu ASMR 홍유,Hongyu ASMR 홍유,United States,13800000,ASMR,666700,8900,258,,Lifestyle,,Lifestyle,1
540,Kuplinov ► Play,Kuplinov ► Play,Russia,13800000,Video games,1300000,83600,2300,,Tech/Gaming,,Tech/Gaming,1
541,MY FAMILY,MY FAMILY,India,13800000,,3700000,14200,220,,,,,0
542,CrashCourse,crashcourse,United States,13800000,Science & Technology,48600,1800,65,,Tech/Gaming,,Tech/Gaming,1
543,SMOL,SMOL,United States,13800000,,359400,16300,18,,,,,0
544,ADEL et SAMI,ADEL et SAMI,France,13800000,Music & Dance,63300,487,0,Humor,Music,Entertainment,Music,1
545,MSA previously My Story Animated,MSA previously My Story Animated,United States,13800000,Animation,7600000,200400,6700,Humor,Entertainment,Entertainment,Entertainment,1
546,Jake Fellman,Jake Fellman,United States,13800000,,216500,9100,44,,,,,0
547,TazerCraft,TazerCraft,Brazil,13800000,Movies,462400,27000,493,Animation,Entertainment,Entertainment,Entertainment,1
548,MAIKI021,MAIKI021,Brazil,13800000,Movies,30200,3700,75,Animation,Entertainment,Entertainment,Entertainment,1
549,NOBRU,NOBRU,Brazil,13800000,Video games,146400,21800,174,Toys,Tech/Gaming,,Tech/Gaming,1
550,DangMattSmith,dangmattsmith,,13700000,Animation,114300,4200,436,Humor,Entertainment,Entertainment,Entertainment,1
551,Wengie,WWWengie,United States,13700000,DIY & Life Hacks,74500,3500,270,,Lifestyle,,Lifestyle,1
552,Zig & Sharko,Zig & Sharko,,13700000,,387500,2900,0,,,,,0
553,Aadishakti Films,Aadishakti Films,,13700000,Music & Dance,61100,2800,231,,Music,,Music,1
554,Lyna,SrtaLynaV,Mexico,13700000,Movies,458200,23700,1400,Animation,Entertainment,Entertainment,Entertainment,1
555,5-Minute Crafts Recycle,5-Minute Crafts Recycle,India,13600000,,38500,323,11,,,,,0
556,Vlad and Niki ESP,Vlad and Niki ESP,,13600000,,621800,2900,0,,,,,0
557,Harry Styles,Harry Styles,United States,13600000,Music & Dance,0,0,0,,Music,,Music,1
558,Vlad and Niki ARA,Vlad and Niki ARA,,13600000,,381400,2900,0,,,,,0
559,Neha Kakkar,NehaKakkarOfficial,India,13600000,Music & Dance,130500,8300,133,,Music,,Music,1
560,ABC News,ABCNews,United States,13600000,News & Politics,12500,148,116,,Info/Business,,Info/Business,1
561,Narins Beauty,Narins Beauty,Iraq,13600000,,2900000,224400,12200,,,,,0
562,Telemundo,telemundotv,Argentina,13600000,,72200,2400,156,,,,,0
563,TV Ana Emilia,TV Ana Emilia,Mexico,13600000,,264900,11400,1200,,,,,0
564,YOLO,YOLO,Mexico,13600000,,1100000,87400,1200,,,,,0
565,The World Adventures हिन्दी,The World Adventures हिन्दी,,13500000,Daily vlogs,17100,996,33,,Lifestyle,,Lifestyle,1
566,ZEE5,ZEE5,India,13500000,,394,6,0,,,,,0
567,Wesley Safadão,bandagarotasafada,Brazil,13500000,Music & Dance,30400,1800,36,,Music,,Music,1
568,PlayHard,boplayhard,Brazil,13500000,,458500,67800,114,,,,,0
569,Online Job,Online Job,India,13500000,,7900,203,38,,,,,0
570,Lindsey Stirling,lindseystomp,United States,13500000,Music & Dance,241100,20100,994,Movies,Music,Entertainment,Music,1
571,Wish 107.5,Wish 107.5,Philippines,13500000,Music & Dance,178200,4000,331,,Music,,Music,1
572,Kurt Hugo Schneider,Kurt Hugo Schneider,United States,13400000,,859600,2600,77,,,,,0
573,FAPTV,FAPtivi,United States,13400000,Animation,3100000,0,1200,Humor,Entertainment,Entertainment,Entertainment,1
574,How Ridiculous,whoisjimmy,United States,13400000,Video games,1300000,52300,2300,,Tech/Gaming,,Tech/Gaming,1
575,Gallina Pintadita,GallinaPintadita,,13400000,Animation,297000,1500,0,,Entertainment,,Entertainment,1
576,H2ODelirious,H2ODelirious,United States,13400000,Animation,113300,6200,217,Video games,Entertainment,Tech/Gaming,Entertainment,1
577,123 GO! Spanish,123 GO! Spanish,Mexico,13400000,Animation,475200,5500,75,,Entertainment,,Entertainment,1
578,Atlantic Records,AtlanticVideos,United States,13400000,Music & Dance,9200,422,11,,Music,,Music,1
579,PrestonPlayz,PrestonPlayz,United States,13400000,Animation,1200000,44000,1400,Video games,Entertainment,Tech/Gaming,Entertainment,1
580,MyMissAnand,MyMissAnand,India,13300000,Movies,1500000,49300,428,Humor,Entertainment,Entertainment,Entertainment,1
581,Anaysa,iloveindianmakeup,India,13300000,Movies,835100,24300,707,Humor,Entertainment,Entertainment,Entertainment,1
582,Infobells Bangla,Infobells Bangla,,13200000,Education,466400,2500,0,,Info/Business,,Info/Business,1
583,ETV Jabardasth,ETV Jabardasth,India,13200000,,106400,1800,38,,,,,0
584,SRK MUSIC,SRKASSAMESE,India,13200000,Music & Dance,317400,13800,542,,Music,,Music,1
585,Desi Gamers,Desi Gamers,India,13200000,,664200,89800,4000,,,,,0
586,Coke Studio,Coke Studio,Pakistan,13200000,Music & Dance,1900000,17500,446,Movies,Music,Entertainment,Music,1
587,Like Nastya Stories,Like Nastya Stories,,13200000,,145200,1100,0,,,,,0
588,Shorts Break,Shorts Break,India,13200000,,15400000,810600,942,,,,,0
589,O Reino Infantil,OReinho,,13200000,Music & Dance,94500,465,0,,Music,,Music,1
590,theRadBrad,theRadBrad,United States,13200000,Video games,139200,5900,484,,Tech/Gaming,,Tech/Gaming,1
591,The LaBrant Fam,The LaBrant Fam,United States,13200000,Music & Dance,934100,26400,0,Humor,Music,Entertainment,Music,1
592,Поззи,PozzitifonShow,Russia,13200000,Video games,898600,34200,2600,,Tech/Gaming,,Tech/Gaming,1
593,The Q,The Q,United States,13100000,,2100000,51000,2700,,,,,0
594,T-Series Hamaar Bhojpuri,hamaarbhojpuri,India,13100000,Music & Dance,12100,291,33,,Music,,Music,1
595,Alex Gonzaga Official,Alex Gonzaga Official,Philippines,13100000,Music & Dance,2900000,129800,2000,Humor,Music,Entertainment,Music,1
596,DALLMYD,DALLMYD,United States,13000000,Mystery,464200,28200,1500,,,,,0
597,Katakit Baby TV,HusamYK,Saudi Arabia,13000000,Music & Dance,484400,4800,0,,Music,,Music,1
598,PowerfulJRE,PowerfulJRE,United States,13000000,Daily vlogs,1600000,33300,3700,,Lifestyle,,Lifestyle,1
599,Dear Sir,Dear Sir,India,13000000,Education,162800,11400,747,,Info/Business,,Info/Business,1
600,Zeinab Harake,Zeinab Harake,Philippines,13000000,Daily vlogs,2500000,136600,3100,,Lifestyle,,Lifestyle,1
601,Ajay Sharma,Ajay Sharma,India,13000000,,4400000,245200,208,,,,,0
602,Matt Steffanina,MattSDance,United States,13000000,Music & Dance,116600,4800,50,Movies,Music,Entertainment,Music,1
603,NishaMadhulika,NishaMadhulika,India,13000000,Food & Drinks,191000,5100,786,,Lifestyle,,Lifestyle,1
604,ATHLEAN-X™,JDCav24,United States,13000000,Fitness,616400,29700,810,Health & Self Help,Sports,Info/Business,Sports,1
605,Ray William Johnson,RayWilliamJohnson,United States,13000000,Animation,3500000,338300,2800,Humor,Entertainment,Entertainment,Entertainment,1
606,The Shiny Peanut,The Shiny Peanut,Indonesia,13000000,,14400,371,24,,,,,0
607,O Que Não Dizer Oficial,O Que Não Dizer Oficial,Brazil,13000000,Movies,419900,46500,535,Animation,Entertainment,Entertainment,Entertainment,1
608,twenty one pilots,twentyonepilots,United States,13000000,Music & Dance,50500,5300,137,,Music,,Music,1
609,BBC News,bbcnews,United Kingdom,13000000,News & Politics,111300,1600,819,,Info/Business,,Info/Business,1
610,Typical Gamer,typicalgamer,United States,13000000,Video games,393800,10700,333,,Tech/Gaming,,Tech/Gaming,1
611,Everson Zoio,djzoi0,Brazil,12900000,Movies,539000,71800,4200,Animation,Entertainment,Entertainment,Entertainment,1
612,KOMPASTV,KompasTVNews,Indonesia,12900000,News & Politics,8500,73,27,,Info/Business,,Info/Business,1
613,RedeTV,RedeTVhdBrasil,Brazil,12900000,News & Politics,3600,129,4,,Info/Business,,Info/Business,1
614,MrSuicideSheep,MrSuicideSheep,United States,12800000,,68400,3200,68,,,,,0
615,Veritasium,1veritasium,United States,12800000,Science & Technology,4700000,125000,5000,,Tech/Gaming,,Tech/Gaming,1
616,Hacksmith,MstrJames,United States,12800000,Video games,323200,14700,318,,Tech/Gaming,,Tech/Gaming,1
617,أترو/Atro,أترو/Atro,Iraq,12800000,,413400,49700,8500,,,,,0
618,unknown boy varun,unknown boy varun,India,12800000,Music & Dance,22400000,2100000,1800,,Music,,Music,1
619,Jazzghost,jazzghost1,Brazil,12800000,Animation,952500,58300,1700,Video games,Entertainment,Tech/Gaming,Entertainment,1
620,Rebecca Zamolo,rebeccazamolo1,United States,12800000,Video games,3200000,67700,8700,Humor,Tech/Gaming,Entertainment,Tech/Gaming,1
621,Lady Diana,Lady Diana,Russia,12800000,Music & Dance,2100000,63800,2800,,Music,,Music,1
622,T-Series Regional,tseriesregional,India,12800000,Music & Dance,6500,119,15,,Music,,Music,1
623,Top Viral Talent,MusicTalentNow,United States,12800000,,25100,302,17,,,,,0
624,Crescendo com Luluca,Crescendo com Luluca,Brazil,12800000,Toys,1200000,44600,4000,,,,,0
625,Sony Music South,Sony Music South,India,12800000,Movies,265600,8000,194,Animation,Entertainment,Entertainment,Entertainment,1
626,VexTrex,VexTrex,,12800000,,97700,0,0,,,,,0
627,Goldmines Premiere,GoldClassics,,12800000,,7600,145,0,,,,,0
628,Ei Nerd,einerdtv,Brazil,12800000,Movies,284000,39100,1400,Animation,Entertainment,Entertainment,Entertainment,1
629,#Refúgio Mental,#Refúgio Mental,Brazil,12800000,Movies,341700,9800,89,Animation,Entertainment,Entertainment,Entertainment,1
630,ГЛЕНТ,ГЛЕНТ,Russia,12800000,Video games,1700000,167200,5400,,Tech/Gaming,,Tech/Gaming,1
631,Disney Junior,disneyjunior,,12700000,Music & Dance,103600,272,0,,Music,,Music,1
632,Alan Chikin Chow,Alan Chikin Chow,India,12700000,,15000000,430800,611,,,,,0
633,StudyIQ IAS,StudyIQ IAS,India,12700000,Education,8600,475,10,,Info/Business,,Info/Business,1
634,Health Time,Health Time,India,12700000,Daily vlogs,6900,238,8,,Lifestyle,,Lifestyle,1
635,Blossom,Blossom,United States,12700000,,45800,1000,11,,,,,0
636,BBC,BBC,United Kingdom,12600000,Movies,19000,275,33,,Entertainment,,Entertainment,1
637,gymvirtual,gymvirtual,Mexico,12600000,Music & Dance,94500,3100,92,,Music,,Music,1
638,TKOR,1032010814,United States,12600000,DIY & Life Hacks,62000,1500,125,,Lifestyle,,Lifestyle,1
639,Lokdhun Punjabi,htpunjabi,India,12600000,Music & Dance,0,0,0,,Music,,Music,1
640,BIBO와 장난감,BIBO와 장난감,,12600000,,51600,0,0,,,,,0
641,Knowledge Tv हिन्दी,Knowledge Tv हिन्दी,India,12600000,Education,50300,2100,105,,Info/Business,,Info/Business,1
642,Juliana Baltar,Juliana Baltar,Brazil,12600000,Movies,241100,15400,477,Humor,Entertainment,Entertainment,Entertainment,1
643,DJ Khaled,DJ Khaled,United States,12600000,Music & Dance,384900,14400,756,,Music,,Music,1
644,Narendra Modi,Narendra Modi,India,12600000,Science & Technology,26600,1200,105,News & Politics,Tech/Gaming,Info/Business,Tech/Gaming,1
645,Kabita's Kitchen,Kabita's Kitchen,India,12600000,,333700,7300,461,,,,,0
646,JOJO TV - Hindi Stories,JOJO TV - Hindi Stories,India,12600000,,95200,625,0,,,,,0
647,Zee Bangla,zeebangla,India,12600000,,17200,221,2,,,,,0
648,Awakening Music,awakeningrecords,Indonesia,12600000,Music & Dance,22500,2000,97,,Music,,Music,1
649,Melon City Show - برنامج ولاية بطيخ,Melon City Show - برنامج ولاية بطيخ,Iraq,12600000,,356800,16900,241,,,,,0
650,Adexe & Nau,AdexeOficial,Mexico,12600000,Music & Dance,44200,4300,159,,Music,,Music,1
651,Parafernalha,canalparafernalha,Brazil,12600000,,29200,1800,11,,,,,0
652,JesseAndMike,JesseAndMike,United States,12600000,,986200,11200,261,,,,,0
653,karameeshchannel,karameeshchannel,Jordan,12500000,Music & Dance,164900,2300,0,,Music,,Music,1
654,Piuzinho,Piuzinho,Brazil,12500000,Animation,522800,126800,2400,Humor,Entertainment,Entertainment,Entertainment,1
655,Brawl Stars,Brawl Stars,United States,12500000,Animation,1600000,115400,5500,,Entertainment,,Entertainment,1
656,ماشا و الدب,ماشا و الدب,,12500000,,1100000,6800,0,,,,,0
657,Peppa Pig em Português Brasil - Canal Oficial,OficialPeppa,,12500000,Movies,631100,5400,0,Animation,Entertainment,Entertainment,Entertainment,1
658,Blockbuster Movies,Blockbuster Movies,India,12500000,Daily vlogs,146800,3500,19,,Lifestyle,,Lifestyle,1
659,Troom Troom India,Troom Troom India,India,12500000,,269200,2400,36,,,,,0
660,Talking Angela,TalkingAngelaCat,United States,12400000,Music & Dance,99400,3500,122,,Music,,Music,1
661,elliegoulding,elliegoulding,United States,12400000,Music & Dance,16700,1300,51,,Music,,Music,1
662,キッズライン♡Kids Line,runway19co,,12400000,Toys,4600,0,0,Education,,Info/Business,Info/Business,1
663,People Vs Food,React,United States,12400000,Food & Drinks,637900,23000,1300,,Lifestyle,,Lifestyle,1
664,Come Play With Me,Come Play With Me,,12400000,Toys,2500000,0,0,,,,,0
665,Meghan Trainor,Meghan Trainor,United States,12400000,Music & Dance,17400,1300,36,,Music,,Music,1
666,Mythpat,Mythpat,India,12400000,,4200000,357300,16900,,,,,0
667,LOUD,LOUD,Brazil,12400000,,165900,18100,241,,,,,0
668,CaseyNeistat,caseyneistat,United States,12400000,Daily vlogs,939100,53600,4200,,Lifestyle,,Lifestyle,1
669,Just For Laughs Gags,JustForLaughsTV,United States,12400000,,42400,812,32,,,,,0
670,Troom Troom PT,Troom Troom PT,Brazil,12400000,Toys,82300,1700,61,,,,,0
671,Gibby :),Gibby :),Mexico,12400000,Movies,892400,59700,1900,,Entertainment,,Entertainment,1
672,The Dodo,TheDodoSite,United States,12400000,Animals & Pets,471700,19100,690,,Lifestyle,,Lifestyle,1
673,Little Baby Bum en Español,LittleBabyBumEspanol,,12400000,Education,37900,0,0,,Info/Business,,Info/Business,1
674,DisneyChannelUK,DisneyChannelUK,,12300000,Movies,92600,945,0,Humor,Entertainment,Entertainment,Entertainment,1
675,My Mate Nate,My Mate Nate,Thailand,12300000,,1400000,42500,1000,,,,,0
676,Think Music India,thinkmusicindia,India,12300000,Music & Dance,53100,2400,19,,Music,,Music,1
677,Bispo Bruno Leonardo,Bispo Bruno Leonardo,Brazil,12300000,Music & Dance,680900,240800,186800,,Music,,Music,1
678,Bela Bagunça,Bela Bagunça,Brazil,12300000,Movies,125100,5700,201,Animation,Entertainment,Entertainment,Entertainment,1
679,GMA News,gmanews,Philippines,12300000,News & Politics,3000,34,5,,Info/Business,,Info/Business,1
680,HZHtube Kids Fun,HZHtube Kids Fun,,12200000,Animation,334100,2200,0,Toys,Entertainment,,Entertainment,1
681,FIFA,FIFATV,United States,12200000,Sports,31900,1400,34,,Sports,,Sports,1
682,DeGoBooM,DeGoBooM,Mexico,12200000,Movies,367100,11100,278,Animation,Entertainment,Entertainment,Entertainment,1
683,Geo News,geonews,Pakistan,12200000,News & Politics,5700,87,10,,Info/Business,,Info/Business,1
684,Más SKabeche,Más SKabeche,Mexico,12200000,,1500000,97600,1600,,,,,0
685,Trakin Tech,Trakin Tech,India,12200000,News & Politics,337200,19700,1100,,Info/Business,,Info/Business,1
686,NDTV,ndtv,India,12200000,News & Politics,3000,41,10,,Info/Business,,Info/Business,1
687,Compot,TastyCompot,Russia,12200000,Video games,1100000,47800,2100,,Tech/Gaming,,Tech/Gaming,1
688,Kids TV India Hindi Nursery Rhymes,kidstvindia,,12200000,Education,328400,2100,0,,Info/Business,,Info/Business,1
689,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,TheDaniRep,Mexico,12200000,Animation,206200,12000,155,Video games,Entertainment,Tech/Gaming,Entertainment,1
690,Jass Records,officialjassrecords,India,12200000,Music & Dance,24700,1100,10,,Music,,Music,1
691,RaptorGamer,RaptorGamer,Mexico,12100000,Animation,624800,36900,1000,Video games,Entertainment,Tech/Gaming,Entertainment,1
692,Sonotek Bhakti,htbhakti,India,12100000,Music & Dance,83800,1200,43,,Music,,Music,1
693,Marta and Rustam,Marta and Rustam,India,12100000,,4100000,150600,116,,,,,0
694,Vogue,Americanvogue,United States,12100000,Fashion,266400,13500,643,,Beauty/Fashion,,Beauty/Fashion,1
695,The Infographics Show,TheInfographicsShow,United States,12100000,Education,232200,7400,440,,Info/Business,,Info/Business,1
696,Jordan Matter,jordanmatter,United States,12100000,Music & Dance,11400000,226300,21500,Humor,Music,Entertainment,Music,1
697,Codiscos,Codiscos,,12000000,Music & Dance,8900,209,8,,Music,,Music,1
698,BanderitaX,BanderitaX,Saudi Arabia,12000000,Animation,997300,122100,4400,Video games,Entertainment,Tech/Gaming,Entertainment,1
699,NORMAN FAIT DES VIDÉOS,NormanFaitDesVideos,France,12000000,Movies,0,0,0,Animation,Entertainment,Entertainment,Entertainment,1
700,Netflix Jr.,storybots,,12000000,Animation,46200,132,0,Humor,Entertainment,Entertainment,Entertainment,1
701,Troom Troom Indonesia,Troom Troom Indonesia,Indonesia,12000000,Music & Dance,175500,1600,43,Movies,Music,Entertainment,Music,1
702,Ice Cream Rolls,Ice Cream Rolls,United States,12000000,,66000,2100,129,,,,,0
703,Jamuna TV,Jamuna TV,Bangladesh,12000000,News & Politics,19400,566,48,,Info/Business,,Info/Business,1
704,Lulu99,Lulu99,Colombia,12000000,,1300000,71600,5100,,,,,0
705,CHHOTU KI MASTI,CHHOTU KI MASTI,India,12000000,,1700000,14000,197,,,,,0
706,Panda,Panda,India,12000000,Animation,754300,62500,1300,Toys,Entertainment,,Entertainment,1
707,Akshay Nagwadiya,Akshay Nagwadiya,India,12000000,,3400000,257900,855,,,,,0
708,E-MasterSensei,E-MasterSensei,Mexico,12000000,Movies,2000000,65400,1300,Video games,Entertainment,Tech/Gaming,Entertainment,1
709,Technology Gyan,Technology Gyan,India,12000000,,419000,34500,1700,,,,,0
710,Planet Earth INDIA,Planet Earth INDIA,India,12000000,Daily vlogs,53100,1700,143,,Lifestyle,,Lifestyle,1
711,WiederDude,WiederDude,United States,12000000,,1600000,19900,324,,,,,0
712,Yair17,YairAuriazul,Mexico,12000000,Movies,239100,28800,664,Animation,Entertainment,Entertainment,Entertainment,1
713,Yudist Ardhana,Yudist Ardhana,Indonesia,12000000,Movies,243400,7000,255,,Entertainment,,Entertainment,1
714,Avril Lavigne,AvrilLavigne,United States,12000000,Music & Dance,122200,11800,454,,Music,,Music,1
715,Rauw Alejandro,Rauw Alejandro,Peru,11900000,Music & Dance,0,0,0,,Music,,Music,1
716,Timba Vk,MrTimbaVk,Mexico,11900000,Animation,1100000,48800,1100,Video games,Entertainment,Tech/Gaming,Entertainment,1
717,Mor Haryanvi,Mor Haryanvi,India,11900000,Music & Dance,170700,1800,45,,Music,,Music,1
718,Kluna Tik,Kluna Tik,United States,11900000,,244200,3200,224,,,,,0
719,CNCO,CNCO,Mexico,11900000,Music & Dance,161800,20200,1000,,Music,,Music,1
720,TV9 Bharatvarsh,TV9 Bharatvarsh,India,11900000,News & Politics,4400,86,3,,Info/Business,,Info/Business,1
721,Republic Bharat,Republic Bharat,India,11900000,News & Politics,6200,0,7,,Info/Business,,Info/Business,1
722,Rubius Z,elrubius,Argentina,11900000,Movies,2300000,186900,2500,Animation,Entertainment,Entertainment,Entertainment,1
723,TommyInnit,TommyInnit,United States,11800000,Animation,2400000,252700,11100,Video games,Entertainment,Tech/Gaming,Entertainment,1
724,MrGear,MrGear,United States,11800000,,72100,0,93,,,,,0
725,Tfue,TTfue,United States,11800000,Animation,140300,6100,278,Video games,Entertainment,Tech/Gaming,Entertainment,1
726,emma chamberlain,emma chamberlain,United States,11800000,Food & Drinks,3100000,220900,6300,,Lifestyle,,Lifestyle,1
727,MORGENSHTERN,MORGENSHTERN,Russia,11800000,Music & Dance,0,0,0,Movies,Music,Entertainment,Music,1
728,123 GO!,123 GO!,United States,11800000,DIY & Life Hacks,374600,2900,99,,Lifestyle,,Lifestyle,1
729,Luan Santana,luansantanaoficial,Brazil,11800000,Music & Dance,2200000,33600,1200,,Music,,Music,1
730,DANIEL EL TRAVIESO VIDEOS,DANIEL EL TRAVIESO VIDEOS,Colombia,11800000,Animation,865300,42200,3000,Humor,Entertainment,Entertainment,Entertainment,1
731,Duo Tiempo De Sol,TiempodeSol,,11800000,Music & Dance,122600,1100,0,Animation,Music,Entertainment,Music,1
732,Nat and Essie,Nat and Essie,United States,11800000,Toys,54100,1300,0,,,,,0
733,FrontaL Gaming,FrontaL Gaming,,11800000,Movies,115500,7300,307,Animation,Entertainment,Entertainment,Entertainment,1
734,웃웃TwinsFromRussia,N1Noobtubers,United States,11800000,Daily vlogs,107900,5200,22,,Lifestyle,,Lifestyle,1
735,Луномосик,Луномосик,Russia,11800000,Video games,2700000,61800,1700,,Tech/Gaming,,Tech/Gaming,1
736,Ben Azelart,Ben Azelart,United States,11800000,Video games,12400000,0,27400,Humor,Tech/Gaming,Entertainment,Tech/Gaming,1
737,MBC مصر,MBCMASR,Egypt,11800000,,1900,25,1,,,,,0
738,El Trece,eltreceok,,11700000,News & Politics,2400,23,5,,Info/Business,,Info/Business,1
739,Koo Koo TV - Hindi,Koo Koo TV - Hindi,India,11700000,,210500,2900,71,,,,,0
740,办公室小野 Ms Yeah,办公室小野 Ms Yeah,United States,11700000,,520200,37200,37,,,,,0
741,TsMadaan,TsMadaan,India,11700000,Education,3500,269,8,,Info/Business,,Info/Business,1
742,infobells - Kannada,infobellskannada,,11700000,Education,179600,987,0,,Info/Business,,Info/Business,1
743,Luli Pampín,lucygerardi43,,11700000,Music & Dance,3300000,8200,0,Animation,Music,Entertainment,Music,1
744,YoungBoy Never Broke Again,YoungBoy Never Broke Again,United States,11700000,Music & Dance,29800,1700,95,,Music,,Music,1
745,Make Joke Of,Make Joke Of,India,11700000,Movies,14400000,0,30600,Animation,Entertainment,Entertainment,Entertainment,1
746,Halsey,Halsey,United States,11600000,News & Politics,84500,10100,206,,Info/Business,,Info/Business,1
747,First We Feast,FirstWeFeast,United States,11600000,Food & Drinks,167200,3700,308,,Lifestyle,,Lifestyle,1
748,SBT,SBTonline,Brazil,11600000,,7800,332,3,,,,,0
749,Indore Physical Academy,Indore Physical Academy,India,11600000,,131200,9100,207,,,,,0
750,Garena Free Fire LATAM,Garena Free Fire LATAM,Mexico,11600000,,39500,2400,160,,,,,0
751,Spider Slack,Spider Slack,Brazil,11600000,,6000000,541700,614,,,,,0
752,Colors Rishtey,KapilComedyNights,India,11600000,,5000,45,2,,,,,0
753,Wild 'N Out,MTV2,United States,11600000,Music & Dance,202000,5400,167,Humor,Music,Entertainment,Music,1
754,MC Divertida,MC Divertida,,11600000,Music & Dance,276600,2200,0,Movies,Music,Entertainment,Music,1
755,Vy Qwaint,VyQwaint,United States,11600000,Video games,1800000,30100,6100,Humor,Tech/Gaming,Entertainment,Tech/Gaming,1
756,LipaoGamer,FelipeViktor,Brazil,11600000,Movies,147300,9600,143,Animation,Entertainment,Entertainment,Entertainment,1
757,الجانب المُشرق | Bright Side Arabic,الجانب المُشرق | Bright Side Arabic,Egypt,11500000,,27100,799,52,,,,,0
758,GoldminesAction,GoldminesAction,,11500000,,17000,207,0,,,,,0
759,Black Eyed Peas,blackeyedpeasvideo,United States,11500000,Music & Dance,28000,1300,107,,Music,,Music,1
760,Pragati Verma Shorts,Pragati Verma Shorts,India,11500000,,439600,54900,513,,,,,0
761,Lofi Girl,Lofi Girl,United States,11400000,Music & Dance,134800,5100,204,,Music,,Music,1
762,Biper y sus Amigos,Biperysusamigos,,11400000,Music & Dance,144700,0,0,Movies,Music,Entertainment,Music,1
763,Maymo,crackrockcandy,United States,11400000,,275100,1100,48,,,,,0
764,Quantum Tech HD,Quantum Tech HD,United States,11400000,,1700000,7300,144,,,,,0
765,Tiana,Tiana,United Kingdom,11400000,Video games,419200,11300,916,Humor,Tech/Gaming,Entertainment,Tech/Gaming,1
