rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,category_1_unified,category_2_unified,category_primary,if_exist
710,dindahw14,Dinda Hauw,4200000,2700000,168600,653,991,,,,0
711,narins.beauty_,Narins Beauty,3300000,3200000,129600,1100,713,,,,0
712,gakbakaljoget,TRETAN MUSLIM,228700,1900000,156300,1700,820,,,,0
713,duolingobrasil,Duolingo Brasil 🇧🇷,1600000,902200,130300,5400,929,,,,0
714,matheusyurley,Matheus Yurley,8700000,2900000,260100,600,383,,,,0
715,sebasmorenooo,Sebastian Moreno 📸,6100000,1700000,188600,1500,791,,,,0
716,songdoohee_444,ซอง ดูฮี (ช่องหลัก),4400000,2300000,195500,1300,295,,,,0
717,ratuauliaa22,ratuauliatp,13400000,2200000,237200,784,622,,,,0
718,dermdoctor,DermDoctor | Dr. Shah,17400000,4000000,164200,623,507,,,,0
719,fueyruss,Fueyruss,4900000,3300000,238800,725,204,,,,0
720,bonecao,bonecão,1700000,1600000,195000,673,1700,,,,0
721,saraisthreads,Sarai Marie,2200000,1100000,205300,1100,2200,,,,0
722,vivi,Vivi,13400000,1900000,232700,1200,432,,,,0
723,nlechoppamusic,NLE choppa,13800000,2100000,182000,1300,550,,,,0
724,ali.samir11,علي سمير,2700000,1500000,181400,2100,586,,,,0
725,fardows4,fardows💃🏽,2500000,1100000,182500,2700,840,,,,0
726,lilyxgarcia,Lily Garcia,13600000,1800000,308400,582,711,,,,0
727,drphil,Dr. Phil,7600000,10100000,53600,778,546,,,,0
728,marquis.culton,Marquis Culton,712300,2100000,343700,754,239,,,,0
729,chris_thememegod,Chris Tyson,9500000,1600000,189900,2200,160,,,,0
730,abbduuu21,بوشنب⭐️,14500000,2300000,174300,939,841,,,,0
731,itssassagurl,Sassa Gurl,7100000,1600000,221900,1100,888,,,,0
732,allan_jeon,Allan Jeon,6300000,1800000,202600,1300,684,,,,0
733,ujoaozinho,uJoãozinho 🤘🏻,9000000,2800000,447500,273,292,,,,0
734,blaucomedy,Michael Blaustein,1900000,1500000,239400,250,1700,,,,0
735,djadoni,Djadoni,1500000,1700000,84600,156,4700,,,,0
736,thatlittlepuff,ThatLittlePuff,32700000,2700000,204400,534,735,,,,0
737,deborahyowa,Deborah yowa,16800000,3200000,108400,1200,797,,,,0
738,_nch04,Nguyễn Hải,4900000,3400000,179500,712,432,,,,0
739,tuckerbudzyn,tuckerbudzyn,10700000,1700000,258200,648,979,,,,0
740,yonumo,ni ☆,270800,796900,219500,1600,2300,,,,0
741,thehealchef,Harry Heal,3200000,1400000,181000,671,2000,,,,0
742,mirceabravo,Mircea Bravo,860700,1600000,93200,454,4100,,,,0
743,gzfoodqood,Foodqood by Giallozafferano,19200000,2500000,69500,626,3300,,,,0
744,mas_nizar,IG: nizar_abzhr31,7200000,1800000,254600,1200,343,,,,0
745,alebardo19,Abelardo Bobadilla,5000000,1300000,131700,1300,2900,,,,0
746,thanhdoanshop,Thanh Đoàn✅,729800,2200000,101500,2600,464,,,,0
747,steveioe,Steveioe,11100000,1400000,257800,853,1100,,,,0
748,bigtugg,Tucker Lindgren,2300000,1100000,163900,1400,2400,,,,0
749,fritzdoesart,fritzdoesart,8700000,3100000,155500,1100,305,,,,0
750,shammiltd,Shammi,6400000,1900000,150000,1000,1300,,,,0
751,nikicumerlato,Nicole Cumerlato,1100000,2500000,278700,341,617,,,,0
752,cristorata7,Cristorata,1600000,1800000,146600,958,1600,,,,0
753,melfouad,Melfouad,1700000,1300000,88700,1900,3800,,,,0
754,iben_ma,Iben M.A.,10000000,1600000,114700,3400,326,,,,0
755,paigetaylor.s,Paige Taylor,5100000,1800000,316800,810,354,,,,0
756,mikaelatesta,Mikaela Testa,2200000,1500000,207400,1500,730,,,,0
757,jorgito_guayaco_o,Jorge naranjo peñafiel,4500000,1300000,40800,519,11900,,,,0
758,saraecheagaray,sara,7500000,1900000,337700,698,323,,,,0
759,danielswall,Daniel Wall,1600000,1300000,250800,769,1200,,,,0
760,lagranjadelborrego,La granja del borrego,14200000,2100000,324600,718,237,,,,0
761,fatcomedy1,FATCOMEDY,1400000,1900000,49600,515,6400,,,,0
762,analisseworld,Analisseworld,10600000,1700000,316700,570,635,,,,0
763,bp_tiktok,blackpinkofficial,37200000,1400000,173300,2000,806,,,,0
764,jaden,Jaden,1800000,3500000,134600,1200,193,,,,0
765,aylivaofficial,A Y L I V A🎙,873200,1300000,212100,1600,739,,,,0
766,doctormiguelpadilla,Doctor Miguel,6500000,991400,157400,1900,2200,,,,0
767,tabithaswatosh,Tabs,13100000,2100000,331500,635,293,,,,0
768,roportajadam,Mahsun Karaca,1300000,2200000,107200,486,2300,,,,0
769,jashlem,Jash,26800000,1800000,310800,729,422,,,,0
770,firstnamechris,Chris Punsalan,1400000,1600000,239900,1200,461,,,,0
771,federalplumbing,IvándeFederalplumbing,956900,2100000,136800,404,1900,,,,0
772,jordanavucetic,jordanavucetic,3200000,1500000,288700,1200,320,,,,0
773,rayanfahmi,Rayoon,4000000,2000000,146300,1600,557,,,,0
774,dovecameron,Dove Cameron,12400000,1500000,200200,1600,502,,,,0
775,lordtrunks,Lord Trunks,4900000,1600000,195700,947,1100,,,,0
776,edwinmendozza,𝖊𝖉𝖜𝖎𝖓,15300000,2700000,363300,405,256,,,,0
777,jefripradewa,Jefri Pradewa,246400,925000,118300,1600,4200,,,,0
778,mexicocookingclub,Calixto Serna,11700000,2300000,131100,407,1700,,,,0
779,jzgarcia,Jz Garcia,2000000,996700,200800,880,2300,,,,0
780,jorgitoparrillero,Jorgito Parrillero,1600000,1400000,72200,327,5900,,,,0
781,ilaydasherifi,ilaydasherifi,402800,1800000,271500,503,801,,,,0
782,its.michhh,Michel Chavez,33700000,2000000,275600,933,198,,,,0
783,mndiaye_97,mndiaye_97,15600000,1300000,236400,1000,1100,,,,0
784,leanadeeb,Leana Deeb,11600000,1800000,270600,587,724,,,,0
785,hyoga.x,Hyoga,614600,1500000,225100,778,1100,,,,0
786,jannatmirza,J M 🥀,21300000,1700000,166200,1800,415,,,,0
787,jennychallita,Jennychallita,4600000,2300000,131700,1100,926,,,,0
788,caprariu_valentino,V A L E N T I N O,4000000,2300000,157900,1200,499,,,,0
789,section_pull_up,Section Pull Up Off,1100000,1200000,112100,2300,2300,,,,0
790,itsjojosiwa,JoJo Siwa,44200000,2700000,202700,915,207,,,,0
791,naenano,なえなの🌨,3700000,2000000,166000,1200,722,,,,0
792,gabrielabee,GABRIELA BEE,10000000,1000000,238400,2100,485,,,,0
793,ayanakamura,Aya Nakamura,1700000,1300000,196000,1600,760,,,,0
794,sallyalawady1,Sally Alawady,5300000,2600000,145600,1100,515,,,,0
795,yefersoncossio,Yef,14200000,2800000,266200,554,253,,,,0
796,teukuryantr,teukuryantr,4400000,2100000,277200,507,502,,,,0
797,vietphuongthoa98,Việt Phương Thoa,12200000,2400000,224300,801,287,,,,0
798,dangthuhaf,Đặng Thu Hà,1500000,3100000,283200,400,267,,,,0
799,q7cg,احمد الحربي,461600,1400000,69100,3200,2800,,,,0
800,onlyraisingkingsnyc,Onlyraisingkings,1500000,757800,90400,1500,7100,,,,0
801,bungalow_jonathan,Bungalow Jonathan,361600,880100,50400,971,12200,,,,0
802,chikn.nuggit,Chikn Nuggit,4900000,1100000,209400,2000,579,,,,0
803,yesimresmi1,~YEŞİM,17500000,2700000,166000,874,425,,,,0
804,itsaburob,Ahmad Aburob,2400000,5800000,113900,709,169,,,,0
805,lasrecetasdesimon,lasrecetasdesimon,5500000,1300000,130700,330,3100,,,,0
806,_desyortega_,˚₊✩‧₊ d e s ‧₊˚✧,31800,1400000,203600,534,1500,,,,0
807,spicyycam_,Spice King,20000000,1900000,180700,1600,104,,,,0
808,xxlechuga,Daniel Lechuga,7100000,1500000,262900,1000,485,,,,0
809,raonyp,Rao,282100,1000000,172500,1500,1900,,,,0
810,cooperkupp,Cooper Kupp,499500,1800000,206800,1300,238,,,,0
811,botakteras,Mike,4000000,2400000,162800,1200,269,,,,0
812,kristy.sarah,Kristy Sarah,7800000,2000000,203700,528,864,,,,0
813,calleypoche,Calle y Poché,5900000,1500000,225100,977,748,,,,0
814,ahmed_hosni1,ahmed Hosni 🌍❤️,4100000,564400,67600,2300,12500,,,,0
815,vlad_shevchenko,Влад Шевченко,1000000,1400000,125700,350,2900,,,,0
816,albert_cancook,albert_cancook,10200000,2500000,201900,702,415,,,,0
817,imprestonbradley,KING OF CREAM,3600000,1600000,212600,684,971,,,,0
818,ireniusx,ireniusx,6900000,1800000,262600,817,371,,,,0
819,politiqueando2.0,politiqueando2.0,43900,2300000,81100,646,2400,,,,0
820,artbydemarcusshawn,DemarcusShawn,6400000,948100,158900,1700,2000,,,,0
821,itspoli_,paula🌸,1600000,1500000,203800,1600,308,,,,0
822,mirandaalol,miranda rae,5700000,1600000,230300,1400,155,,,,0
823,sbcoko,“COKO”,100900,903300,79300,486,7300,,,,0
824,lisa_luchetta,Lisa Luchetta,1400000,1500000,231900,614,978,,,,0
825,i_am_doshik1,i_am_doshik,20900000,1900000,205700,1000,438,,,,0
826,tyshonlawrence,tyshon,18500000,1200000,176800,2100,528,,,,0
827,kaykai_ntch,Kaykai,8000000,2100000,254100,876,155,,,,0
828,gimmeuraddy,Septianarii,825300,2300000,150900,247,1300,,,,0
829,paupelaez_,ʜᴀɴᴇᴍɪʏᴀ,6800000,1800000,236300,1000,263,,,,0
830,theweeknd,The Weeknd,6000000,1000000,128000,1800,2500,,,,0
831,realjayllnn,JAYLLNN,5100000,1600000,146800,1600,675,,,,0
832,daniaristizabal29,Daniela Aristizabal N,55000,935100,62700,1300,8000,,,,0
833,snoopdogg,Snoop Dogg,24800000,1000000,145800,1700,2000,,,,0
834,gordeewa__13,gordeewa__13 :>,13800000,2300000,254700,751,172,,,,0
835,michou_yt,Michou,7800000,1500000,210200,1500,171,,,,0
836,bradley.thor,Thoren Bradley,7300000,1700000,121500,1600,922,,,,0
837,yass_ootd,YASS_OOTD,1000000,1500000,230100,1100,495,,,,0
838,birisdachapada_off,biris_off,2300000,1200000,170300,1300,1300,,,,0
839,taylorfrankiepaul,Taylor Paul,3800000,3000000,146600,884,347,,,,0
840,infamous_wu13,Infamous Wu,1200000,1700000,280000,792,321,,,,0
841,virginiafonseca,Virginia,35300000,2200000,188200,916,356,,,,0
842,katclark86,Kat Clark,3400000,1500000,253700,1200,139,,,,0
843,brycehall,Bryce Hall,23000000,2300000,270800,456,406,,,,0
844,vinhlion77777,💎Vinh Lion,5800000,2500000,107500,1800,220,,,,0
845,mumeixxx,mumei✖,2800000,1800000,144200,1300,720,,,,0
846,jake_murley,Jake Murley,10300,832500,149400,1100,3100,,,,0
847,riumbau,Hector Riumbau,2800000,1000000,138600,864,2900,,,,0
848,edithxgalvez,Edith Galvez,6200000,2800000,171700,431,651,,,,0
849,marcelldegen,Marcelldegen,4100000,2000000,151600,1500,247,,,,0
850,decorsnippets,Rue,976900,1300000,131300,696,2300,,,,0
851,lehvideira,Lethicia Videira,8500000,581600,99500,2800,6200,,,,0
852,blakegray,Blake Gray,9800000,1200000,192400,1400,869,,,,0
853,iitsace,PETER ACE 💜,2500000,1900000,168700,1200,445,,,,0
854,thecordlefamily,Hunter & Devin,3700000,1900000,255600,454,607,,,,0
855,campuzanoabelardo,Abelardo Campuzano,4800000,844000,120700,994,4000,,,,0
856,sherifkhalid,sherif khalid,10400000,1800000,156800,793,1000,,,,0
857,raulbazanm,RAUL🦦,6100000,2500000,217900,470,462,,,,0
858,hadeel.alali,ام سيف om sayf,3300000,3100000,106900,806,726,,,,0
859,kikakiim,Kika Kim,33300000,1700000,187600,1200,384,,,,0
860,soimah_pancawati,Soimah Pancawati,2400000,1300000,62300,2000,4300,,,,0
861,1spdr,دارك,1700000,1400000,119100,2600,434,,,,0
862,jamescharles,James Charles,37600000,1900000,178400,1200,290,,,,0
863,thatgoldendog,Candice & Bear,189300,981000,139100,187,3500,,,,0
864,anaalvarez,Ana Alvarez,266500,1700000,155700,461,1400,,,,0
865,homm9k,ХОМЯК,46400000,1700000,165800,1200,557,,,,0
866,omar,Omar Raja,3900000,2000000,252200,439,562,,,,0
867,stephano_kohel,⚡️STEPHANO⚡️,6000000,3300000,267300,324,246,,,,0
868,zamirrvillamil,zamu,2600000,1300000,273000,648,768,,,,0
869,renpc_,✨Ren PC✨,5200000,882400,164800,656,2800,,,,0
870,jolly_good_ginger,El Chismoso,3200000,992300,115200,3100,1300,,,,0
871,andreecuadros,Andrea Cuadros,15600000,2100000,259700,586,330,,,,0
872,chico_maltipoo,Chico Maltipoo,335700,912000,116200,1600,3100,,,,0
873,ddhivaaaa,Adhiva Amalia,2400000,2200000,145400,623,930,,,,0
874,noeldeyzel_bodybuilder,Noel Deyzel🇿🇦,5900000,1400000,229100,923,622,,,,0
875,claragnds,Maria Clara Garcia,19700000,1600000,171700,1200,578,,,,0
876,thekatehudson,Kate Hudson,1300000,2000000,178900,1100,246,,,,0
877,_raichouuofficial,SHRX • Raichouu 🇵🇭,1400000,2200000,145200,1300,282,,,,0
878,thetiktokdrummer,Austin Ware,11100000,4100000,107400,793,326,,,,0
879,nadina_ioana,Nadina Ioana,12900000,3000000,210900,473,318,,,,0
880,...anddy_,ANDDY 🐺🌙,1300000,827900,123700,3500,1300,,,,0
881,fabstarden,Fabrício :),66000,692800,111300,2900,3500,,,,0
882,ogabrielfalcone,NIKITA,3500000,1100000,252800,1000,728,,,,0
883,_catben_,Catherine Benson,11000000,1400000,212100,784,864,,,,0
884,camilacabello,Camila Cabello,17200000,1300000,182500,1200,905,,,,0
885,wisdm8,Wisdom Kaye,8700000,1400000,199700,1300,415,,,,0
886,eyeout4selen3r,Shawn Mac,1200000,736200,185500,1000,2500,,,,0
887,choukripirate,CHOUKRI PIRATE 🏴‍☠️,1600000,2300000,186300,630,507,,,,0
888,captincroook,Alex Consani,792500,1100000,257400,1200,516,,,,0
889,delaneysayshello,Delaney Rowe,1100000,1400000,178500,824,1200,,,,0
890,anxietycouple,Anxiety couple,12700000,2100000,203700,665,494,,,,0
891,avani,avani,42800000,2100000,209800,797,322,,,,0
892,ugolord,⚖️ The TikTok Attorney ⚖️,6400000,1700000,142700,1800,223,,,,0
893,thedarcymichael,Darcy & Jer,3100000,1100000,130700,1500,1800,,,,0
894,msquynhthie,Quỳnh Thi,1300000,3700000,154200,592,249,,,,0
895,armando_netto,Armando Netto,5100000,1600000,249600,969,231,,,,0
896,juliapuzzuoli,Julia Puzzuoli Souza,13500000,2000000,259100,367,581,,,,0
897,zzri9a,ZZRi9A,1000000,1700000,106600,1400,1200,,,,0
898,erabii,Mohanaderabi,2000000,1300000,155100,1400,1000,,,,0
899,rifirdus,RIFIRDUS,2400000,1900000,148600,837,899,,,,0
900,mult..fand0m,Antonella 👍,154000,543800,103800,7100,1300,,,,0
901,lilhuhofficial,🔥 Lil Huh 🔥,4500000,2300000,201100,565,452,,,,0
902,nancyajram,Nancy Ajram,2300000,1900000,129200,1100,769,,,,0
903,angelramirezv,Angel Ramirez,1200000,1700000,150100,1100,760,,,,0
904,una_arana,Una Araña,77000,2400000,262300,527,217,,,,0
905,korean.comic,송은제 🇰🇷,1400000,972100,198500,999,1400,,,,0
906,ladyyasmina1,Yasmine Sahid,1600000,1100000,161200,1100,1500,,,,0
907,nicktrawick13,Nick Trawick,1200000,756400,117200,1700,3500,,,,0
908,la.marymary,marymary👑,561300,1100000,142600,886,2000,,,,0
909,oafonsopadilha,Afonso Padilha,3200000,923100,119900,638,3500,,,,0
910,maurobarrionuevo,Mauro Barrionuevo,2500000,849500,58700,278,9000,,,,0
911,samsmith,Sam Smith,7100000,1900000,77700,1400,1700,,,,0
912,mohamedmekawy,Mohamedmekawy,1400000,2700000,41700,953,3100,,,,0
913,cirowhites1.0,CiroWhites,2500000,1200000,242600,529,1100,,,,0
914,notbehzinga,Ethan Payne,1800000,2200000,331400,468,164,,,,0
915,sjbleau,SJ,13900000,2200000,195300,664,408,,,,0
916,issavegas.fit,Issavegas.fit,6000000,2000000,148800,483,1100,,,,0
917,moontellthat,MOONTELLTHAT,14300000,1800000,132100,1200,717,,,,0
918,joerauth_,Joe rauth,6200000,1400000,217100,610,947,,,,0
919,mrstiventc1977,MrStivenTc,6800000,1900000,218000,850,279,,,,0
920,ytietofficial,Ytiet Official,3700000,1000000,54300,1200,7100,,,,0
921,deni.elenaa,Deni Elena,327900,842800,147200,736,2900,,,,0
922,mimiermakeup,Mirta Miler,16600000,1900000,273300,731,166,,,,0
923,nicolassturniolo,Nicolas Sturniolo,4100000,938300,202000,1900,467,,,,0
924,julesleblanc,jules,18900000,1500000,214900,1100,259,,,,0
925,baldybrobryzxz,celloszxz🧑🏻‍🦲,11000000,2600000,199100,646,221,,,,0
926,artemmodelka,artemmodelka,1000000,2500000,129600,1000,370,,,,0
927,deiveleonardooficial,Deive Leonardo,6300000,534700,77600,976,9800,,,,0
928,azelmusic,Azel,1300000,1300000,129100,833,1900,,,,0
929,1h__aa,علي غانم,196600,2000000,75400,1900,1100,,,,0
930,christian_shay,Christian Shay,3100000,1400000,188600,1400,268,,,,0
931,shani_ameliaa,Shani_amelia,2900000,983900,160100,1400,1400,,,,0
932,tanboykun_asli,Tanboy Kun,2600000,2300000,154400,511,713,,,,0
933,krysandkareem,Krys & Kareem,6300000,1900000,114800,362,1700,,,,0
934,alejandrosago,Alejandro Sago,2500000,1600000,191900,409,1000,,,,0
935,creatingwonders,Jesse J. Pedigo,12200000,554800,86700,1200,7900,,,,0
936,f0urbr0thers,F0urBr0thers,1600000,1500000,157200,411,1500,,,,0
937,eldavidgodoy,David Godoy,2900000,1700000,175800,449,1000,,,,0
938,alfyfatmasaga,Alfy Saga,4300000,1700000,105500,804,1600,,,,0
939,nabela,nabela,7600000,2100000,251500,502,330,,,,0
940,realaa9skillz,aa9skillz,295700,930500,135000,2100,1400,,,,0
941,valennaihomi,naihomi,401700,2700000,140300,955,219,,,,0
942,rowverytrinidad29,Rowvery Trinidad,3400000,2700000,325600,295,204,,,,0
943,frnzlynfby,Feby,4400000,1200000,222500,887,825,,,,0
944,lexihensler,Lexi Hensler,9600000,1700000,230600,399,717,,,,0
945,colinjay_,colin eckardt,1600000,952800,182900,1500,1000,,,,0
946,eravfx,ERAVFX,1800000,2400000,181200,805,199,,,,0
947,jailyneojeda,Jailyne Ojeda,17300000,1700000,227700,740,387,,,,0
948,ashraf_alalmei,"🇪🇬⚡""ALALMEI""⚡🇵🇸",3500000,1900000,136500,528,1200,,,,0
949,youngji_02,이영지,2200000,1400000,293300,820,240,,,,0
950,joelbergs,JoelBergs,11600000,1700000,242600,499,554,,,,0
951,axxdermusic,Axder,5300000,531900,68500,1800,10100,,,,0
952,chevy2funnyy,Chevy2funnyy,2100000,917700,181000,796,1800,,,,0
953,nilewilsonator,Wilsonator,1200000,2400000,194100,448,464,,,,0
954,farrukoofficialpr,FARRU,3700000,1400000,96800,346,2800,,,,0
955,keirariff,Keira,5600000,1400000,250300,502,764,,,,0
956,jimmywells96,Jimmy Wells,2200000,1100000,133800,832,2100,,,,0
957,knzymyln__,Kienzy키엔지미엔✧🇰🇷,8400000,2800000,110900,488,885,,,,0
958,flickerspark_,FlickerSpark,1800000,1100000,245100,830,750,,,,0
959,healthy_mandy,healthy_mandy,587800,2200000,150200,861,424,,,,0
960,robertfrank615,Robert Frank,1200000,778400,78700,440,6500,,,,0
961,maxthemeatguy,Max The Meat Guy,5300000,1200000,178700,504,1500,,,,0
962,ailaloures,aila loures,3900000,845500,165100,1400,1600,,,,0
963,ogikdp,Zona Ogik | YT MELLO PROJECT,5000000,1600000,227700,755,400,,,,0
964,leahh,leah,6300000,1700000,167600,785,737,,,,0
965,karlwolfs,Karl Wolf,414800,953600,75400,2500,3300,,,,0
966,natalieamayaa,Natalie Amaya,96700,1000000,116200,837,2800,,,,0
967,banhbaoxinchao,Bánh Bao Xin Chào,2600000,2600000,183600,623,256,,,,0
968,pocaeve,EVE,138700,2600000,50900,1800,1300,,,,0
969,thruhikers,Renee-and-Tim,2100000,2300000,250500,289,452,,,,0
970,thenursery_nurse,Charlotte,1800000,1500000,288700,768,195,,,,0
971,i_am_young22,냥뇽녕냥👻,3100000,1100000,147200,739,1800,,,,0
972,itsmenicksmithy2,Nick Smithyman 😎,13600000,1500000,179100,757,789,,,,0
973,slamminsammyswank,Sam Swank,1600000,834200,165200,482,2500,,,,0
974,mistermainer,mistermainer,16400000,1200000,157600,1000,1100,,,,0
975,nelysa_norazlan,Nelysa Norazlan,3000000,1500000,144400,760,1200,,,,0
976,hunterprosper,Hunter Prosper,5500000,1600000,172600,437,1100,,,,0
977,mohaimen.alaa,مهيمن علاء,4700000,1400000,143800,1300,801,,,,0
978,mei_asami_,浅見めい,1500000,1300000,176800,1100,768,,,,0
979,rreygrande,rey,617800,700200,147700,1900,2100,,,,0
980,pratiii9,pratii,505500,6400000,39300,538,1100,,,,0
981,leesiyoung38,이시영,17600000,2000000,143300,952,472,,,,0
982,jmartineze_,josi,23700000,1800000,235000,651,314,,,,0
983,los_escachaitos,Los escachaitos,5300000,2300000,120900,692,772,,,,0
984,pedrinhuol,pedrinhuol,6300000,1900000,178200,448,750,,,,0
985,nouraridaofficial,Nour Arida,3300000,1900000,108200,733,1200,,,,0
986,karolsevillaokay,karolsevillaofc,26200000,1500000,223200,913,298,,,,0
987,coldcutz20,CHRIS COLDITZ,1400000,4400000,100300,494,424,,,,0
988,mclya_,Lya,3900000,2200000,175500,713,336,,,,0
989,ddlovato,Demi Lovato,4500000,1400000,130800,1700,573,,,,0
990,jlo,JLO,15400000,1500000,118900,1800,417,,,,0
991,esta.pramanita,Esta Pramanita,2400000,2300000,222700,390,392,,,,0
992,ladydianka,LADY BUNNY🐰,9200000,1200000,144700,1300,899,,,,0
993,ediqueixinho,Edivando Junior,4300000,1700000,185200,754,488,,,,0
994,liamcarps,Liam Carpenter,1500000,1500000,136600,697,1300,,,,0
995,giovannibonaccinii_,G I O V A N N I🦋,1000000,1000000,171600,983,1300,,,,0
996,jiembasands,Jiemba Sands,4900000,3400000,247400,207,264,,,,0
997,crissa_ace,Crissa Jackson,14900000,1600000,141700,1200,580,,,,0
998,ichadude,Alyssa & Dude,468800,2300000,85500,997,1000,,,,0
999,kanebrown,Kane Brown,5200000,1700000,96700,1300,1200,,,,0
1000,nnennab_,Nnenna B | NYC Creator & Actor,149100,606200,79500,2100,6100,,,,0
