rank,name,followers,er,country,topic_of_influence,potential_reach,unified_category,handle
5,Jerhemy Owen,1200000,,Netherlands,Nature Education,360000,Info/Business,@jerhemynemo
6,Nika 💜,1100000,,Netherlands,Fashion and Accessories Life and Society,330000,Beauty/Fashion,@nikaaabo
7,Enzo Knol,1100000,0.3,Netherlands,Entertainment and Music,330000,Music,@enzoknol
8,Mitchell,1000000,0.7,Netherlands,Entertainment and Music,300000,Music,@officialswaggie
9,The Voice HQ,990600,,Netherlands,,297200,,@thevoicehq
10,Ashley Guijt,946800,1.6,Netherlands,Entertainment and Music,284000,Music,@ashleyguijt
11,Esmee Joanna,935000,,Netherlands,Funny,280500,Entertainment,@esmeejoanna
12,Dutchtuber,934800,0.1,Netherlands,,280400,,@dutchtuber
13,Tiësto,932400,0.1,Netherlands,Entertainment and Music,279700,Music,@tiesto
14,Nina Houston,924300,,Netherlands,,277300,,@ninahouston_
15,Amy’s Kitchen,917600,0.1,Netherlands,Food,275300,Lifestyle,@cookingwithamyy
16,🇳🇱 BEAU 🇳🇱,917100,,Netherlands,Entertainment and Music,275100,Music,@beaupotman_
17,Artbyoums,906800,0.1,Netherlands,Art,272000,Entertainment,@artbyoums
18,NevermindLisa,894400,13.8,Netherlands,Education Life and Society Arts and Crafts DIY and Life Hacks,268300,Info/Business,@nevermindlisa
19,Negin Mirsalehi,893800,0.3,Netherlands,,268100,,@neginmirsalehi
20,Football,881600,1.0,Netherlands,,264500,,@footballszone
21,Karsten Belt,871300,0.4,Netherlands,,261400,,@karstenbelt
22,DeltaLloyd,864500,,Netherlands,Entertainment and Music,259400,Music,@deltalloyd
23,Sophie van Oostenbrugge,858600,,Netherlands,Fitness,257600,Lifestyle,@gainsbybrains
24,fabiocreatez,822600,,Netherlands,Art,246800,Entertainment,@fabiocreatez
25,Anique Dreamon,810100,0.1,Netherlands,Entertainment and Music,243000,Music,@aniquedreamon
26,🦋Anneenmaaike🦋,794700,0.3,Netherlands,Sports,238400,Sports,@anneenmaaike
27,Wonho Chung,793500,,Netherlands,,238100,,@wonhochung
28,jesseziorr,748600,1.2,Netherlands,,224600,,@jesseziorr
29,OmercanDeveci,696200,,Netherlands,,208900,,@omercandeveci
30,ls,686800,2.5,Netherlands,,206000,,@levifrskyum
31,Armin van Buuren,673600,,Netherlands,,202100,,@arminvanbuuren
32,🌟Mylene & Rosanne🌟,668700,,Netherlands,Entertainment and Music Animation and Cosplay,200600,Music,@mylenerosanne
33,Saw Pyae🇳🇱🇳🇱🇳🇱,666300,,Netherlands,,199900,,@sawpaye
34,Vessbroz,640200,,Netherlands,Entertainment and Music,192100,Music,@vessbroz
35,kalvijn,639200,0.2,Netherlands,,191800,,@kalvijn
36,Jade Konal,638700,,Netherlands,Arts and Crafts Entertainment and Music,191600,Music,@jadekonal
37,Emma Keuven,634400,,Netherlands,Beauty and Self Care Fashion and Accessories,190300,Beauty/Fashion,@emmakeuven
38,The Ocean Cleanup,629900,0.3,Netherlands,Nature,189000,Lifestyle,@theoceancleanup
39,Sp_cosplay,617100,,Netherlands,,185100,,@sp.cosplay
40,R O S E,606600,,Netherlands,Home and Garden,182000,Lifestyle,@numbersixtysix
41,Martijn,598300,,Netherlands,Education,179500,Info/Business,@martijn.md
42,Abdulaziz Bish,592200,0.1,Netherlands,Education,177700,Info/Business,@abdulazizbish
43,jaseyharders,574700,,Netherlands,Entertainment and Music Funny Life and Society,172400,Music,@jaseyharders
44,Thomas van Grinsven,574400,0.3,Netherlands,,172300,,@thomasgrinsven
45,BABYMOENCH,565200,0.1,Netherlands,,169600,,@babamoench
46,Dion Visser 🇳🇱,558800,,Netherlands,,167600,,@dionvisser
47,BALANA GAMING,550700,0.5,Netherlands,Video Gaming,165200,Tech/Gaming,@balanagaming
48,Coco,550500,0.3,Netherlands,Pets,165200,Lifestyle,@itsbunnycoco
49,BVD. 🕊,542300,,Netherlands,Education,162700,Info/Business,@basvduijvenbode
50,Robine,537900,,Netherlands,Arts and Crafts,161400,Entertainment,@robinesalomons
51,Jonatan Medart,536000,0.1,Netherlands,,160800,,@jonatanmedart1
52,Thecla,535800,0.1,Netherlands,Entertainment and Music,160700,Music,@mevrouwtjebestekla
53,Leothedog,528900,,Netherlands,Animals Pets,158700,Lifestyle,@thedognamed.leo
54,Verenice & Kevin,528200,,Netherlands,Entertainment and Music,158500,Music,@kevin.verenice
55,Jesse van Wieren,522200,,Netherlands,,156700,,@jessevanwieren
56,Rachel John,515000,,Netherlands,Fitness and Health,154500,Lifestyle,@racheljohnie
57,mootje.030,509500,0.5,Netherlands,,152900,,@mootjeyekk0
58,𝙻𝚎𝚜𝚕𝚒𝚎 𝚂𝚊𝚗𝚝𝚝𝚊𝚗𝚊✨,508500,,Netherlands,,152600,,@lesliesanttana1
59,Judithh,506500,,Netherlands,,152000,,@waxjudithh
60,Jason Verspaget,505800,,Netherlands,Entertainment and Music,151700,Music,@jasonverspaget
61,roccotnl,504600,0.4,Netherlands,Funny,151400,Entertainment,@roccotnl
62,Chantal,500100,,Netherlands,Entertainment and Music,150000,Music,@chantalfontein
63,Pieter Valley,495100,0.1,Netherlands,,148500,,@pietervalley1
64,Bright,493800,,Netherlands,Home and Garden,148100,Lifestyle,@brightnl
65,adje,491900,,Netherlands,,147600,,@adje_eljackson
66,Justus van Eijk,488100,,Netherlands,,146400,,@justusveijk2.0
67,Ellie LoVeux,480000,,Netherlands,Beauty and Self Care,144000,Beauty/Fashion,@ellieloveux
68,Victor Mids (MINDF*CK),476500,0.6,Netherlands,Video Gaming,143000,Tech/Gaming,@victormids_officieel
69,Casper®🇳🇱,476100,,Netherlands,Entertainment and Music,142800,Music,@theofficialcasper
70,Roxanne Kwant,467400,0.1,Netherlands,Entertainment and Music Funny Product Showcase,140200,Music,@roxannekwant
71,Troy van Dijk,463800,,Netherlands,,139100,,@spicycheesespread
72,noov,458200,0.1,Netherlands,,137500,,@novavbrussel
73,Tandartspraktijk Pernis,455500,,Netherlands,Business and Finance Health and Medical Services,136700,Info/Business,@tandarts
74,NLing🦋,452700,,Netherlands,,135800,,@_nling_19501
75,Duinrell,452600,,Netherlands,,135800,,@duinrell
76,Pich Tanz vlog 🇳🇱,452400,,Netherlands,,135700,,@pichtanzvlog
77,Politie Amsterdam Kim,449300,,Netherlands,,134800,,@politieamsterdam
78,❣️TikTok❣️MaMa❤️‍🔥,449300,,Netherlands,,134800,,@99jolay
79,Isabel Kist,446400,,Netherlands,Sports,133900,Sports,@isabelkist
80,TDP® Start Digital Planning,445700,,Netherlands,,133700,,@thedailyplanners
81,☠️Adam📓,445600,,Netherlands,,133700,,@adam.killed.god
82,Mondly - Let’s talk freedom,416800,,Netherlands,,125000,,@mondly.app
83,Armada Music,415200,,Netherlands,Entertainment and Music Music,124600,Music,@armadamusic
84,ROMMYDEBOMMY,411500,7.5,Netherlands,Fashion and Accessories Arts and Crafts,123500,Beauty/Fashion,@rommydebommy
85,Xavi Simons,408100,0.8,Netherlands,,122400,,@xavisimons
86,Creator Mansion,404800,0.3,Netherlands,,121400,,@creatormansion
87,Zach,404400,,Netherlands,,121300,,@itszacharias
88,Aimane Charbon,400700,0.7,Netherlands,Entertainment and Music,120200,Music,@charbonnn
89,Sander VS,397200,,Netherlands,,119200,,@sandervs_
90,Nina,395300,,Netherlands,,118600,,@lotteschx
91,Enya van Egmond 🇳🇱,389100,,Netherlands,,116700,,@bionic_pippi
92,minamies❤💘💋,385300,,Netherlands,Beauty and Self Care,115600,Beauty/Fashion,@loveley.mina
93,Noortjefaas,384700,,Netherlands,,115400,,@mssfaas
94,Rituka Dahal,384000,,Netherlands,,115200,,@ritukadahal
95,Thomas Van Der Vlugt,383100,,Netherlands,,114900,,@thomasstuktv
96,Connection Interrupted,382700,,Netherlands,,114800,,@connectioninterrupted
97,Animeeditss1999,381000,,Netherlands,,114300,,@animeeditss..1999
98,Cordelia 🍀,380800,,Netherlands,Entertainment and Music Education,114200,Music,@lord.cord
99,dilaratelecom,379700,0.7,Netherlands,Product Education,113900,Info/Business,@dilaratelecom
100,شيف حسين,378300,,Netherlands,,113500,,@chefhussein3
1,OLE' CH(4.7M),4700000,1.4,Norway,,1400000,,@oleeo_ch
2,The Nylands,3200000,,Norway,Funny,960000,Entertainment,@thenylands
3,Ingrid Elida,2200000,,Norway,Arts and Crafts,660000,Entertainment,@ingridelidaw
4,Princess Thea,2000000,,Norway,Fashion and Accessories,600000,Beauty/Fashion,@princess_thea14
5,(っ◔◡◔)っ ♥ Anna Lena Strigl ♥,2000000,,Norway,Animation and Cosplay,600000,Entertainment,@anna_strigl
6,Alexander Rybak,1900000,,Norway,Entertainment and Music,570000,Music,@alexrybakofficial
7,Are Evensen,1500000,,Norway,Life and Society,450000,Lifestyle,@aer.ey
8,Julius Chezame Treike,1100000,,Norway,,330000,,@chezame_official
9,Beppa,960600,,Norway,Entertainment and Music,288200,Music,@grandpabeppa_
10,Chicco Mattos,938800,,Norway,,281600,,@chiccomattos
11,Frost_Cos,918400,,Norway,Animation and Cosplay,275500,Entertainment,@frost_cos
12,Sabina Majaliwa,883500,,Norway,,265100,,@sabinamajaliwa
13,❄️keanu❄️,727100,0.4,Norway,,218100,,@xx.devilzach.xx
14,Fredrik•skoglund,665700,0.3,Norway,,199700,,@fredrikskoglundd
15,Pia Notøy,654800,,Norway,,196400,,@pia.notoy
16,Memes every day,646100,4.2,Norway,,193800,,@memes_dont_laugh
17,JuliasPhouse,620400,,Norway,Home and Garden Life and Society,186100,Lifestyle,@juliasphouse
18,Ole Mørland Johnsen,618000,,Norway,Outdoor Activity Sports Entertainment and Music,185400,Sports,@highonflips
19,PainHubFamily,614600,0.5,Norway,,184400,,@painhubfamily
20,Espen Hatleskog,609000,,Norway,,182700,,@pilotviking
21,Nikko🔥🔥,591600,,Norway,Food,177500,Lifestyle,@nikko115
22,Edel Charlotte,523500,,Norway,,157100,,@edel_fosse
23,Made by MARV,518000,0.1,Norway,,155400,,@madebymarv_
24,Jacki,506800,,Norway,,152000,,@jacki_art_03
25,Nettpatruljen Vest,506400,0.1,Norway,Education Life and Society,151900,Info/Business,@politivest
26,Nicholas Løken,502000,,Norway,,150600,,@nikkoloken
27,wes_pres,499600,,Norway,Outdoor Activity,149900,Lifestyle,@wes_pres
28,Joseph BwaeOriginal,488800,,Norway,,146600,,@josbruh_original
29,Mili Vada,464800,,Norway,Beauty and Self Care Funny,139400,Beauty/Fashion,@reallymili
30,TikTok the Nordics,437400,0.1,Norway,,131200,,@tiktoknordics
31,Mathias Utter Ronander,426600,0.1,Norway,,128000,,@mathiasronander
32,William,425400,,Norway,,127600,,@williamgamborg
33,mainecoonqueens,423300,,Norway,Animals Pets,127000,Lifestyle,@mainecoonqueens
34,محمود_قنطوش,420600,,Norway,Acting and Drama Celebrity,126200,Entertainment,@kantoshofficial
35,Godofviking,416900,,Norway,,125100,,@godofviking
36,Maria Juterud,414900,20.5,Norway,Fashion and Accessories,124500,Beauty/Fashion,@mariajuterud
37,Minikim,414500,,Norway,,124400,,@minitoks
38,Malindahlewesterlund,403100,0.3,Norway,,120900,,@malindahlewesterlund
39,Amalie Olsen Gjersøe,390400,,Norway,,117100,,@amalieolsengjerse
40,Home of Handball,387100,,Norway,Sports,116100,Sports,@homeofhandball
41,Kygo,379700,,Norway,,113900,,@kygomusic
42,Game-On!,377700,0.1,Norway,,113300,,@gameon.no
43,PinkPeopleDontWantHair,376400,0.2,Norway,,112900,,@pinkpeopledontwanthair
44,Zara Cecilie,369300,,Norway,Beauty and Self Care,110800,Beauty/Fashion,@zaracecilie
45,<33,367900,17.2,Norway,,110400,,@xxxidkxxx1234
46,Stop tagging me you fat pig,366200,0.2,Norway,,109900,,@2012ferrari
47,sofie,365800,0.1,Norway,,109700,,@swagsof
48,K.a.w.a🇳🇴,365400,,Norway,,109600,,@kawahoro5
49,Leon Gillies Mannes,359200,0.8,Norway,,107800,,@leonstreetskills
50,lil Wayne,358600,2.3,Norway,,107600,,@lilwayne__
51,Henrik Moen,354000,0.2,Norway,,106200,,@henrikmoeen
52,Kristine Heart 🧿,353000,,Norway,,105900,,@kristineheartsalvatierra
53,🎸🎸😍,352900,,Norway,,105900,,@pearrr_
54,anika 🍀,345300,,Norway,,103600,,@fawnings
55,Emma Ellingsen,341000,0.1,Norway,Arts and Crafts,102300,Entertainment,@emmathevampireslayer
56,🇺🇦 IDIOT SANDWICH 🇺🇦,337600,,Norway,,101300,,@jopux
57,jenniesofie,333600,,Norway,Education Entertainment and Music,100100,Music,@jenniessofie
58,toca._.boca._.vid.s,331000,,Norway,,99300,,@toca._.boca._.vid.s
59,Lina,324000,,Norway,,97200,,@georgiannaa25
60,ælya,307100,,Norway,,92100,,@plincesalya
61,CBUM,304000,0.1,Norway,,91200,,@chrisbumbeast
62,🥑avocado🥑,298900,,Norway,,89700,,@we_are_the_clowns
63,✨ Frieda & Henry ✨,295300,,Norway,Pets,88600,Lifestyle,@cats.friedaandhenry
64,Yasmin Hero,294000,,Norway,,88200,,@yasminheroo
65,Acting Animagus,293400,,Norway,Animation and Cosplay,88000,Entertainment,@actinganimagus
66,Arne Haugland,293100,,Norway,,87900,,@avhaugland
67,Nettpatruljen Sør-V,288700,,Norway,,86600,,@politisorvest
68,Linnealotvedt,286100,,Norway,Travel,85800,Lifestyle,@linnealotvedt
69,Thor Rosland,284100,,Norway,,85200,,@thorrosland
70,norisen1,281400,,Norway,,84400,,@norisen1
71,The Norwegian Family,279000,,Norway,family,83700,Lifestyle,@thenorwegian.family
72,Brø Rërn,277900,,Norway,Entertainment and Music,83400,Music,@user7325244156950
73,FotballShop,275800,0.3,Norway,,82700,,@fotballshop
74,411.MAGAZINE,274400,,Norway,Music,82300,Music,@411magazine
75,Nora and Melinda,270900,4.6,Norway,,81300,,@noraandmelinda
76,simattnicolai,267000,,Norway,,80100,,@mattnicolai.11
77,David Mokel,265600,0.2,Norway,Entertainment and Music,79700,Music,@davidmokel16
78,Ariel Andreassen,264300,,Norway,Fitness and Health,79300,Lifestyle,@arielandreassen
79,Jarle Kalseth,260500,,Norway,Entertainment and Music,78200,Music,@kalsethjarle
80,Louisa Warwin,256200,,Norway,,76900,,@icequeenlouisa
81,Annelenebre,253900,,Norway,Entertainment and Music,76200,Music,@annelenebre
82,الخاااااااال,252000,,Norway,,75600,,@alkhal939393
83,HaraldSandvik,251800,,Norway,Travel,75500,Lifestyle,@haraldsandvik98
84,Sondre Guttormsen,251600,,Norway,Sports,75500,Sports,@sondre_pv
85,Painter_Isse,249000,,Norway,Arts and Crafts Automotive,74700,Lifestyle,@painter_isse
86,Gucciflako,241100,0.4,Norway,,72300,,@mr.abbosi
87,Andrea,240900,,Norway,,72300,,@andreaurh
88,weldhub,239500,,Norway,,71900,,@weldhub2.0
89,Edda,235500,,Norway,Animals,70700,Lifestyle,@eddlon
90,Bernie Bergan,232400,,Norway,,69700,,@berniebergan
91,Karoline Krøvel,229900,,Norway,Fashion and Accessories,69000,Beauty/Fashion,@karokul
92,Bread By Elise,225600,0.6,Norway,Food Product Education,67700,Info/Business,@breadbyelisecom
93,SALKE ONE,225300,,Norway,,67600,,@salkeone
94,Marius!,222400,,Norway,,66700,,@marius_2008_
95,Maren YS🧋,221000,,Norway,Entertainment and Music,66300,Music,@mysismys
96,Reimar Berge,216600,0.5,Norway,,65000,,@reimarito
97,Nalla,213800,,Norway,,64100,,@valhallangel
98,Liv Gravdahl,212500,,Norway,Home and Garden,63800,Lifestyle,@hurryliv
99,Sabina Marthinsen,210100,,Norway,Animals,63000,Lifestyle,@sabinaa123456
100,Christian Wedoy,209200,,Norway,Entertainment and Music,62800,Music,@christianwedoy
1,Mehak Malik official,10300000,,Pakistan,,3100000,,@mehakmalikofficial578
2,Asad ali |🇵🇰,7100000,,Pakistan,,2100000,,@asadaliofficiall
3,Gul Panra,3500000,,Pakistan,Entertainment and Music Music,1100000,Music,@gulpanra888
4,Babarmalik,3100000,,Pakistan,,930000,,@babarmalik68
5,Fiza Shearnii🦁💪🏻,2900000,,Pakistan,Entertainment and Music Acting and Drama Celebrity,870000,Music,@mano_jatti
6,🇵🇰LaLagee_786👍,2800000,,Pakistan,,840000,,@lalagee786
7,🇵🇰 Horain Khan,2600000,,Pakistan,,780000,,@horainkhan123officiall
8,Bota Don,2500000,,Pakistan,,750000,,@botadonfsd
9,🧿Makeup Artist 🧿,2500000,,Pakistan,Beauty,750000,Beauty/Fashion,@where_is_my_ring
10,Umair Bajwa,2400000,,Pakistan,,720000,,@umairbajwa22
11,Muhammad Arslan Afzal,2300000,,Pakistan,,690000,,@motivational_videos_786
12,Danish Meher,2200000,,Pakistan,Auto and Vehicles Automotive,660000,Lifestyle,@danish_meher
13,Usman RAjPOOT,2100000,,Pakistan,,630000,,@usmanrajpoot711
14,Paroo Peshawar,2100000,,Pakistan,Education,630000,Info/Business,@paroopeshawar
15,Allauddin Noor M,2100000,,Pakistan,,630000,,@mr_aadi__05
16,Shakeelmehar009,2000000,,Pakistan,,600000,,@shakeel.mehar009
17,Bushii 👸,2000000,,Pakistan,Entertainment and Music,600000,Music,@bushragulfam.123
18,Ghani Tiger,1800000,,Pakistan,,540000,,@ghani.tiger786
19,Amna Nasir,1800000,,Pakistan,,540000,,@amnanasir4
20,chacha pakistani,1800000,,Pakistan,,540000,,@chachapakistani
21,Shah.Badshah,1800000,,Pakistan,,540000,,@shah_badshah151214
22,Azam Arts,1700000,,Pakistan,Arts and Crafts,510000,Entertainment,@azamarts
23,Salman Mumtaz,1600000,,Pakistan,,480000,,@salmanmumtaz1
24,Syed Mukkaram 📸,1500000,,Pakistan,,450000,,@mukkaram1122
25,Saba Raza,1500000,,Pakistan,,450000,,@sabarazaofficial
26,Muslim Boy❤️,1500000,,Pakistan,,450000,,@waqarvicky298
27,Prince of Charsadda🤴,1400000,,Pakistan,,420000,,@imtiazkhan191
28,Emanmitho 🥰,1400000,,Pakistan,,420000,,@emanmitho
29,jam💞safdar,1400000,,Pakistan,,420000,,@jamsafdar0786
30,shabbir454,1400000,,Pakistan,,420000,,@shabbir454
31,EnglishWithSamad,1400000,,Pakistan,Education Upskilling,420000,Info/Business,@englishwithsamad
32,💞🇵🇰 Sara 🇵🇰💞,1300000,,Pakistan,,390000,,@sarasonisara
33,riz,1300000,,Pakistan,Entertainment and Music Sports,390000,Sports,@culturekingdom
34,Garena Free Fire Pakistan,1300000,,Pakistan,Games,390000,Tech/Gaming,@garenafreefirepkofficial
35,Sahib Xada,1300000,,Pakistan,,390000,,@sahibxada5
36,🦁 Khurram Gujjar 🦁,1300000,,Pakistan,,390000,,@khurramgujjar99
37,HUM TV,1200000,,Pakistan,Entertainment and Music,360000,Music,@humtv_pakistan
38,Jawad Khan,1100000,,Pakistan,,330000,,@jawadkhan81
39,Junaid Khan Advocate,1100000,,Pakistan,,330000,,@junaidkhanadvocate
40,Zen Ul Abdin,1100000,,Pakistan,,330000,,@zenulabdin01
41,✨Manahil Jabeen✨,1100000,,Pakistan,,330000,,@heyitsmeminah
42,billiwala12,1000000,,Pakistan,,300000,,@billiwala12
43,Waqar_Chishti Poetry.s,998600,,Pakistan,,299600,,@sahibzada_waqar_officia1
44,🔥 AhmaD Jee 🔥,998500,,Pakistan,,299600,,@ahmad_jee7
45,Hadassah Boaz,994700,,Pakistan,,298400,,@hadassahboaz
46,PTI OFFICIAL,990400,,Pakistan,,297100,,@pti.official
47,sadamhussain757,984600,0.1,Pakistan,,295400,,@sadamhussain757
48,❤️iqu💑Dani❤️,984300,,Pakistan,,295300,,@iqu_dani
49,Suzain Fatima,983400,,Pakistan,Acting and Drama,295000,Entertainment,@suzainfatimaofficial
50,🔥Fanni rajput🔥,982300,,Pakistan,,294700,,@afnanrajput01
51,🔥 MR. DK 🔥,981100,,Pakistan,,294300,,@_dawood_khan
52,Annabuttab,975600,,Pakistan,,292700,,@annabuttab
53,Deshi Nazir Mazari,973800,,Pakistan,,292100,,@nazirahmed93
54,Mannat Malik,973600,,Pakistan,,292100,,@mannatmalikofficial511
55,👑 Waleed Malik 👑,972600,,Pakistan,,291800,,@waleedmalik09
56,Muhammad Haseeb🦁,971300,,Pakistan,,291400,,@mr._.haseeb78
57,@_it's Laiba ❤️,969000,,Pakistan,,290700,,@laibasahikh
58,👑sunny baba288👑,966100,,Pakistan,,289800,,@sunny.baba88
59,Rajpoot💞,960400,,Pakistan,,288100,,@abdul_manan882
60,zahid pehalwan,960200,,Pakistan,,288100,,@zahidpehalwan333
61,hummy,959400,,Pakistan,,287800,,@hamzabutt8736
62,Ch.hassan9999,958900,,Pakistan,,287700,,@ch.hassan9999
63,Mehak Jaan,957400,,Pakistan,,287200,,@mehakjaan17
64,Haidar Khan,956800,,Pakistan,Romance and Wedding,287000,Lifestyle,@haidarkhan25
65,✞ঔৣH̷ЇÐÐɆ₦༒ǤЇЯŁঔৣ✞,954500,,Pakistan,,286400,,@_ki_t_
66,@malik anayat baloch,952200,0.2,Pakistan,,285700,,@malikanayat
67,Vickky_writes ☑️⚡⚡,951400,,Pakistan,,285400,,@itz__saim08
68,Zahra Javed 👑,951300,,Pakistan,,285400,,@zahra_jay
69,Akbar Ali®,951100,,Pakistan,,285300,,@makhdoomi_83
70,🔥WaQaR🔥,949900,,Pakistan,,285000,,@innocent_waqar92
71,"🌺 ""Queen"" 🌺",948200,,Pakistan,,284500,,@ezza124
72,آخری امید 🥀,947500,,Pakistan,,284300,,@akhari.umeed
73,Mahar Waqar,947200,,Pakistan,,284200,,@moonie.official
74,❤️Maryam Ali ♥️,946900,,Pakistan,,284100,,@maryamali5996
75,Lishay,946300,,Pakistan,,283900,,@alishbahanjum687
76,Sehar Khan,942300,,Pakistan,,282700,,@official_seharkhan
77,Muazzam King,941000,,Pakistan,Acting and Drama,282300,Entertainment,@muazzam.king
78,Iconic NAVID,940300,,Pakistan,,282100,,@navidthestar.official
79,Arbaz Khan,938000,,Pakistan,,281400,,@arbazkhanworld
80,Aizaz ❤ zooo,935300,,Pakistan,,280600,,@aizazkhan_302
81,Noor Hassan,933900,,Pakistan,,280200,,@noorhassan17
82,@Zddi JONI🥰,933700,,Pakistan,,280100,,@mhrjunaid
83,ARY DIGITAL,931400,,Pakistan,Entertainment and Music,279400,Music,@arydigitalasia
84,faisi&sid❣️❣️,929200,,Pakistan,,278800,,@sidch_faisi
85,Shah jahan,928100,,Pakistan,,278400,,@shahjahan.dgkhan
86,T Z 🥀,925000,,Pakistan,,277500,,@talhakhan529
87,❤️ Ubbi Jaan ❤️,921500,,Pakistan,,276500,,@ubbijaan0
88,Abiha*,917200,,Pakistan,,275200,,@abiha_naqvi16
89,jaankhan,916900,,Pakistan,,275100,,@kashif_niazii
90,🔥Muna Rajput🔥,916600,,Pakistan,,275000,,@user5121472512140
91,❤️‍🔥BAWA G GUJRAT❤️‍🔥,916100,,Pakistan,,274800,,@sofi_gujjratan
92,ALi Mughal,914100,,Pakistan,,274200,,@alibahi9t9
93,Syed Shahzeb,913200,,Pakistan,,274000,,@syed_shahzeb
94,Ayeshakhan 🇵🇰,910800,,Pakistan,Beauty,273200,Beauty/Fashion,@i_ayesha_here
95,🔥 ShAmEzAi 🔥,910500,,Pakistan,,273200,,@shamezai_4455
96,Subhan Makeup Artist,907400,,Pakistan,Beauty and Self Care,272200,Beauty/Fashion,@subhanmakeupartist06
97,Zergoon Amanullah,904400,,Pakistan,,271300,,@zergoon.ly
98,Mr.Sheryz wedding’s 📷,900400,,Pakistan,Photography Romance and Wedding,270100,Music,@mrsheryz
99,jimmy junaid🌟,900100,,Pakistan,,270000,,@jimmy_junaid
100,asim.ansari01,897800,,Pakistan,,269300,,@asim.ansari01
1,Omega Berrio 🇵🇦😎,2700000,,Panama,Entertainment and Music,810000,Music,@omegaberrio
2,bing bing,1600000,,Panama,Arts and Crafts,480000,Entertainment,@bingbing.market
3,BARBIE 🇵🇦,965700,,Panama,,289700,,@_barbieross
4,jflow,928500,,Panama,,278600,,@jflow_507
5,Karen,764100,,Panama,,229200,,@kkarenlauu
6,paola viale,763500,,Panama,Fitness Fashion,229100,Beauty/Fashion,@paolaaviale
7,💕 Karly 💕,759500,,Panama,,227900,,@holakarlyland
8,Katherine Cruz⚡️,742600,,Panama,Entertainment and Music,222800,Music,@kathcrush
9,Alex,732000,,Panama,,219600,,@mynameisalex___
10,Urane viviana,725200,,Panama,,217600,,@urane_viviana_01
11,Sofi,712200,,Panama,,213700,,@hatecheeselovepizza
12,cindyortega0093,684200,,Panama,,205300,,@china2789new
13,Henry Alexander,656500,0.1,Panama,,197000,,@henrryalexanderpty
14,ZLOTHRIC 2.0,656300,1.1,Panama,Food,196900,Lifestyle,@zlothric2.0
15,Brian Andre,647200,,Panama,Funny,194200,Entertainment,@brianandres_
16,Sechmusic,646400,,Panama,Entertainment and Music,193900,Music,@sechmusicoficial
17,Elisama,625200,,Panama,,187600,,@elisama.a.a
18,Mateo,620100,,Panama,,186000,,@mateop8690
19,Nathalie Pino,607600,,Panama,,182300,,@nathaliepino1
20,Irisbeilin,595700,,Panama,Beauty and Self Care,178700,Beauty/Fashion,@irisbeilin
21,Ana Lorena Ronco,581000,,Panama,,174300,,@lorena_ronco
22,ivaneloy,566500,,Panama,,170000,,@ivaneloy0
23,David.Mojica,562200,0.1,Panama,Pets,168700,Lifestyle,@davidmojica217
24,Jay Wheeler Panamá 🇵🇦,557200,0.2,Panama,Entertainment and Music,167200,Music,@jaywheelerpa
25,La_VozKid_Global,553000,,Panama,,165900,,@la_vozkid_global
26,상사,551600,,Panama,,165500,,@lion_sangsa
27,Mr. Bucktron👨🏽‍💻,543500,0.2,Panama,Education Arts and Crafts,163100,Info/Business,@rogeliobucktronar
28,joeymontanaoficial,542200,,Panama,,162700,,@joeymontanaoficial
29,Katherine cruz⚡️,532600,0.5,Panama,,159800,,@katherinecruzmm
30,Reynier David ✓,515600,0.1,Panama,,154700,,@blackmooouth
31,Roux Siblings,499300,,Panama,,149800,,@rollin.with.the.rouxs
32,Abraham T Pravia P,498500,,Panama,Pets,149600,Lifestyle,@abrahamtpraviap
33,Marelissa,489100,,Panama,,146700,,@marelissahim
34,Ariel Bosso5,484800,0.1,Panama,,145400,,@arielbosso
35,Nemz.official,477200,0.2,Panama,,143200,,@s.nemz
36,DecoArt Wallpaper St,476400,,Panama,,142900,,@decoartwallpapers
37,Linneth🇵🇦,459400,0.1,Panama,,137800,,@mafiosa.ff_
38,JULIAN TORRES,451100,0.1,Panama,Entertainment and Music,135300,Music,@juliantorresoficial
39,deondra ✪,425400,,Panama,,127600,,@asvp.deondraa
40,Lamuneca22_,423800,,Panama,,127100,,@lamuneca22_
41,,405800,1.5,Panama,,121700,,@javieriin_
42,Claudia_tapasco,401800,,Panama,Fitness,120500,Lifestyle,@tapasco_claudia
43,Alan music,398100,0.1,Panama,,119400,,@alancrisstiktok
44,Capuchina🤍,388100,,Panama,,116400,,@capuchina114
45,TheOmegaPlay 🇵🇦,380300,,Panama,Entertainment and Music,114100,Music,@theomegaplay
46,Mar Chelo 507,369300,,Panama,,110800,,@marchelo507
47,Mao Gomez,367600,,Panama,,110300,,@maoogomez
48,Noa Muñoz,362000,,Panama,Travel,108600,Lifestyle,@nannyyyy16
49,Elias'Caballero.Herrerax.w29,359700,,Panama,,107900,,@herrera.xw29
50,Cubilla,355700,,Panama,,106700,,@tlacuaycuache_
51,ＧＩＳＳＥＬღ,350400,0.1,Panama,,105100,,@xm.gissel
52,Ley,347100,,Panama,,104100,,@yazpadilla29
53,Leslie.minaj,346300,,Panama,,103900,,@leslie.zion
54,GRIIEZMANN,346200,,Panama,,103900,,@griiezmann
55,DOPAMINA,345200,,Panama,,103600,,@dopaminagrill
