rank,handle_tiktok,name_tiktok,followers,views_avg,likes_avg,comments_avg,shares_avg,_platform,_month,_year
28,addisonre,Addison Rae,87.3M,9.3M,1.2M,13.4K,5.9K,tiktok,march,2022
29,mastertingus,mastertingus,1.5M,4.2M,859.2K,25.1K,33.8K,tiktok,march,2022
30,santandave,Santan,1.1M,6.2M,1M,21.3K,12K,tiktok,march,2022
31,machinegunkelly,Colson,3.4M,10.8M,822.6K,13.7K,9K,tiktok,march,2022
32,bellapoarch,Bella Poarch,88.5M,11.1M,1M,14.3K,1.6K,tiktok,march,2022
33,daddyyankee,daddyyankee,10.4M,6M,696.3K,18.1K,20.6K,tiktok,march,2022
34,official_nct,NCT Official,7.3M,3.2M,1.2M,23.1K,17.6K,tiktok,march,2022
35,zeth,Zeth,10.8M,6.6M,1.3M,4.1K,12.8K,tiktok,march,2022
36,larrayeeee,LARRAY,25.6M,5.4M,1.2M,17.6K,4.1K,tiktok,march,2022
37,mrbeast,MrBeast,34.7M,6.8M,1.1M,16.1K,1.5K,tiktok,march,2022
38,jypestraykids,Stray Kids,10.8M,2.9M,1.1M,27.6K,12K,tiktok,march,2022
39,iamferv,Fernanda,26.1M,7.8M,1.1M,10.3K,3.8K,tiktok,march,2022
40,nicocaponecomedy,nicocapone.comedy,20.3M,11.8M,691.8K,3.9K,10.2K,tiktok,march,2022
41,honeybobabear,HoneyBobaBear,7.8M,10.1M,1.4M,5K,2.4K,tiktok,march,2022
42,masondenverr,mason,2M,4.4M,1.2M,7.3K,11.3K,tiktok,march,2022
43,nicoletv,Kayla Nicole,10.2M,6.1M,999.3K,4.9K,10K,tiktok,march,2022
44,aquajock_h2bro,JæBæ,509.7K,5.4M,966.4K,5.4K,10.6K,tiktok,march,2022
45,terryreloaded,Terry Reloaded,3.9M,4.9M,1M,6.3K,10.2K,tiktok,march,2022
46,soysuco,soysuco,9.6M,6.3M,999.5K,11.1K,2K,tiktok,march,2022
47,itzyofficial,ITZY,7.3M,4.7M,1.2M,10.4K,3.6K,tiktok,march,2022
48,oldtimehawkey,Old Time Hawkey,5.1M,4.8M,831.6K,11K,7K,tiktok,march,2022
49,missionaryjack,Jack Harlow,3.3M,8.3M,837K,4.9K,5.5K,tiktok,march,2022
50,conormaynard,Conor Maynard,6.2M,5.8M,794.3K,8.9K,6.6K,tiktok,march,2022
51,conormaynard,Conor Maynard,6.2M,5.8M,794.3K,8.9K,6.6K,tiktok,march,2022
52,itssassagurl,Sassa Gurl,5.3M,6M,969.6K,6.2K,6K,tiktok,march,2022
53,terryreloaded,Terry Reloaded,4M,4.4M,955.3K,6.2K,9.4K,tiktok,march,2022
54,jimmydarts,Jimmy Darts,8.1M,5.3M,893.4K,10.3K,2.9K,tiktok,march,2022
55,alshad95,Alshad Ahmad,1.6M,7.3M,761.9K,6.2K,5K,tiktok,march,2022
56,bayashi.tiktok,バヤシ🥑Bayashi,24.1M,7.7M,958K,5.8K,2.5K,tiktok,march,2022
57,rosalia,La Rosalia,18.3M,9.8M,978.5K,3.8K,2.3K,tiktok,march,2022
58,daniel.labelle,Daniel LaBelle,25.5M,4.6M,754.9K,5.5K,11.8K,tiktok,march,2022
59,masonmount,Mason Mount,2.8M,4.8M,806.9K,9.9K,5.1K,tiktok,march,2022
60,theandrewschulz,Andrew Schulz,3M,4M,602.2K,2.2K,21.6K,tiktok,march,2022
61,activesufi,activesufi,364.6K,13.8M,1.1M,2.2K,1.5K,tiktok,march,2022
62,hayleygeorgiamorris,Hayley Morris,2.9M,4.6M,586.9K,1.9K,18.4K,tiktok,march,2022
63,lilnasx,lil nas x,27.7M,5.7M,804.6K,9K,3K,tiktok,march,2022
64,willsmith,Will Smith,67.4M,6.9M,658.5K,10K,2K,tiktok,march,2022
65,clarissaperezlara,Clari,129.5K,3.9M,370K,2.7K,34.2K,tiktok,march,2022
66,spriteder_spd,Prite Netijen Netirattanapaiboon,2.7M,8M,924.8K,3.7K,3.5K,tiktok,march,2022
67,paytonking,Payton King,5.1M,2.8M,685.4K,11.8K,15.8K,tiktok,march,2022
68,lexibrookerivera,Lexi Rivera,21.1M,7M,937.4K,6.2K,1.9K,tiktok,march,2022
69,snoopdogg,Snoop Dogg,19.7M,7.4M,647.2K,6.6K,4.3K,tiktok,march,2022
70,tuckerbudzyn,tuckerbudzyn,10.1M,4M,638.6K,3.3K,16.7K,tiktok,march,2022
71,jaykindafunny8,Jaykindafunny,23.3M,9.6M,685.7K,2.4K,5.2K,tiktok,march,2022
72,solsito.pe,Solsito.pe,80.2K,3.5M,503.1K,10.6K,17.8K,tiktok,march,2022
73,jake2r,"Jake2r, Ph.D.",2.1M,2.8M,739.6K,5.2K,17.1K,tiktok,march,2022
74,thejoeyswoll,Joey Swoll,2.4M,5.3M,804.5K,8.4K,2.5K,tiktok,march,2022
75,kallmekris,Kris HC,43.3M,5.4M,988K,5.5K,3.1K,tiktok,march,2022
76,jdpantoja,JD Pantoja,26.8M,4.8M,942.2K,8.7K,1.3K,tiktok,march,2022
77,datvilla94,🔥Đạt Villa🔥,5.2M,5.7M,659.1K,8.1K,3.1K,tiktok,march,2022
78,haileybieber,Hailey Bieber,7.7M,5.7M,810.5K,6.3K,2.7K,tiktok,march,2022
79,big.johns,Big Johns,140.3K,3.1M,476.5K,18.4K,8.7K,tiktok,march,2022
80,cleanpuppy,Chloe Cherry,1.7M,4.8M,980.2K,5.7K,2.9K,tiktok,march,2022
81,arabstay,𝕊𝕥𝕣𝕒𝕪 𝕜𝕚𝕕𝕤,219K,2.6M,770.2K,11.7K,8.2K,tiktok,march,2022
82,aitch12,Aitch,1.8M,5.3M,421.1K,7.6K,9.8K,tiktok,march,2022
83,doctorgraves,Dr.Graves,2.7M,5M,879.7K,2.8K,5.9K,tiktok,march,2022
84,fredziownik_art,Franek Bielak,11.8M,6.3M,781.9K,6.5K,1.2K,tiktok,march,2022
85,vibin.wit.tay,Tay,3.3M,3.3M,689.4K,4K,12.6K,tiktok,march,2022
86,cedriklorenzen,Cedrik Lorenzen,2.1M,4M,457K,7.9K,12.4K,tiktok,march,2022
87,vanessalopesr,Vanessa Lopes,21.3M,5.9M,637.1K,6.4K,2.9K,tiktok,march,2022
88,rustam_mayer_djavid,RUSTAM MAYER,4.3M,7.8M,390.8K,1.6K,9.7K,tiktok,march,2022
89,soojinicoreana,Chingu Amiga,17.3M,6.5M,1M,3.9K,1.4K,tiktok,march,2022
90,jinisprotips,💡 Jini 💡,713.7K,3.7M,467.6K,6.9K,12.9K,tiktok,march,2022
91,esen_alva,Esen,3.1M,3.3M,536.3K,3.3K,15.5K,tiktok,march,2022
92,drew.nori,Drew Nori,4.7M,8.1M,387.9K,9.7K,733,tiktok,march,2022
93,wuesilva,Wue Silva,11.8M,4.5M,584K,10.6K,1.8K,tiktok,march,2022
94,thallyssonsb,Thallysson Borges,8.5M,3.6M,629K,6K,8.2K,tiktok,march,2022
95,natemyburgh,Nate,306.4K,3.4M,724.9K,3.6K,9K,tiktok,march,2022
96,soso_aroundtheworld,Sosonebieridze,109.8K,3M,420K,10.8K,13.2K,tiktok,march,2022
97,newboyjosh,Newboyjosh,340.5K,4M,445K,6.4K,10.4K,tiktok,march,2022
98,initiaraandini,tiara andini,4.1M,7.4M,651.6K,4.4K,1.8K,tiktok,march,2022
99,iamkevingates,Kevin Gates,2.1M,3.5M,413.6K,9.4K,11.3K,tiktok,march,2022
100,max7424453118,Max Taylor,2.8M,3.5M,572.6K,5.2K,9.5K,tiktok,march,2022
101,danya_milokhin,danya_milokhin,16.5M,6.3M,733.2K,4.6K,1.7K,tiktok,march,2022
102,samanthalogan,Samantha Logan,1.8M,6M,840.9K,3K,2.8K,tiktok,march,2022
103,jakekrantz1,Jake Krantz,2.1M,3.6M,772.3K,3.2K,7.1K,tiktok,march,2022
104,fujiiian,Fuji,12.7M,6.2M,760.4K,3.4K,2.6K,tiktok,march,2022
105,vincentmarcus,VincentMarcus,2.5M,10.7M,250.4K,2.3K,8.2K,tiktok,march,2022
106,hongthanhofficial,HongThanhOfficial,1.3M,7.7M,675.6K,2.7K,2.7K,tiktok,march,2022
107,kervo.dolo,Kervo.dolo,7.5M,3.9M,606.4K,4.4K,7.1K,tiktok,march,2022
108,zachjustice,Zach Justice,3.9M,6M,793.7K,1K,4.6K,tiktok,march,2022
109,qamar_altaey,𓆩𝑄𝐴𝑀𝐴𝑅¹⁶𓆪,2.8M,3.6M,348K,10.2K,10.8K,tiktok,march,2022
110,fortnitekanal.exe,Fortnitekanal.exe,1.4M,2.2M,539.4K,14K,7.8K,tiktok,march,2022
111,m.wardy_14,وردى,67.6K,1.9M,465.5K,3.8K,24.8K,tiktok,march,2022
112,ynchq,ЯN,3.7M,3.9M,645.1K,4.1K,5.8K,tiktok,march,2022
113,nilered,NileRed,8.7M,4M,725.8K,5.4K,3.2K,tiktok,march,2022
114,besttoks,besttoks,2.2M,17.4M,451.6K,1.1K,2.1K,tiktok,march,2022
115,miketoks,Miketoks,11.6M,6.2M,599.7K,2.5K,4K,tiktok,march,2022
116,tiktokmena,TikTok MENA,5.7M,39.5M,179.2K,1.2K,2.2K,tiktok,march,2022
117,eyavanana,Eya,10.8M,4.6M,725.3K,5K,2.1K,tiktok,march,2022
118,john.leitao,John Leitão,2.7M,4.3M,380.9K,7.8K,6.4K,tiktok,march,2022
119,brunodiferente2022,Bruno Diferente,4M,6.6M,116.7K,6K,22.4K,tiktok,march,2022
120,sugarcoatedsisters,Tabby and Chloe,320.3K,3.2M,523.8K,2.6K,10.5K,tiktok,march,2022
121,hesfinatia,PINAT🍅|| IG: @hesfinatia,8.3M,8.6M,936.9K,1.8K,837,tiktok,march,2022
122,vadik_dikiy,vadik_dikiy,914.8K,3.2M,489.1K,2K,11.8K,tiktok,march,2022
123,championsleague,Champions League,11.6M,3.6M,628.3K,4.2K,5.1K,tiktok,march,2022
124,esnyrrr,Esnyr Ranollo,4.4M,3.5M,645.3K,4.5K,4.8K,tiktok,march,2022
125,savanahmosss,Savanah Moss,9.3M,4.5M,703K,4.1K,2.5K,tiktok,march,2022
126,dindahw14,Dinda Hauw,3M,7.9M,689.2K,2K,1.8K,tiktok,march,2022
127,joshiiwuhhh,Joshua Alden,3.2M,2.9M,555.5K,3.7K,8.8K,tiktok,march,2022
128,j3ipy_,Jeipy,7.8M,4.3M,760.7K,3.3K,2.8K,tiktok,march,2022
129,morganpresleyxo,Morgan Presley,5.3M,4.8M,638.5K,3.1K,3.5K,tiktok,march,2022
130,skaijackson,Skai Jackson 🥰,19.7M,5.2M,824K,3.1K,1.5K,tiktok,march,2022
131,ssmaaaryy,Razi Monroe,6.8M,6.4M,586.3K,2.8K,2.4K,tiktok,march,2022
132,vhackerr,Vinnie,13.9M,2.9M,593.7K,7.8K,3.6K,tiktok,march,2022
133,tranvantre992,Trần Tre Vlogs 🐉,759.3K,9.1M,472.9K,3.7K,799,tiktok,march,2022
134,jwaltonnn,ᴊ⚡️,733.4K,1.7M,369.4K,28K,2.5K,tiktok,march,2022
135,kubenjoy,KUBenjoy,3.5M,4.2M,476.3K,5K,4.5K,tiktok,march,2022
136,jdiasss_,João Dias,7M,3.5M,817K,4.5K,2K,tiktok,march,2022
137,evcnoble,Everett Noble,9.8M,3.4M,844.5K,3.2K,3.4K,tiktok,march,2022
138,victormelo,Victor Melo,19.4M,4.6M,642.2K,3.8K,2.4K,tiktok,march,2022
139,emilen_im,Эмильен,4M,5.3M,663.1K,4K,1.2K,tiktok,march,2022
140,ehlija,Eh Lija,3.3M,4M,506K,4.7K,4.3K,tiktok,march,2022
141,thoriqhal,thariqhalilintar,3.8M,5.8M,662K,2.4K,2.2K,tiktok,march,2022
142,afgsuga,Afg Suga Official,161.7K,3.3M,490.3K,4.1K,6.8K,tiktok,march,2022
143,jen_wolff,jenny,187.6K,2.9M,371.6K,5.7K,10.5K,tiktok,march,2022
144,tubbynugget,Tubby Nugget,3.5M,2.6M,518.2K,2.1K,10.8K,tiktok,march,2022
145,rescuerestore,Rescue & Restore,1.5M,9.2M,430K,1.5K,2.9K,tiktok,march,2022
146,baddest4bitches,Edda,1.5M,2.5M,580.2K,8.5K,3.4K,tiktok,march,2022
147,_itsstefano_,It'sStefano,4.4M,4.6M,553.8K,5.8K,856,tiktok,march,2022
148,guryan_off,Гурьянов Максим,2.6M,3.3M,479.5K,3.1K,7.7K,tiktok,march,2022
149,thebenjishow,benji,5.5M,3.4M,549.6K,3.8K,5.2K,tiktok,march,2022
150,mikaelatesta,Mikaela Testa,1.7M,4.3M,960.3K,3.3K,749,tiktok,march,2022
151,grillervm,GrillerVM,2.9M,4.3M,549.3K,2.9K,4K,tiktok,march,2022
152,riaricis,Ria Ricis,25.5M,5.5M,665.1K,2.2K,2.1K,tiktok,march,2022
153,lizzza,Liza Koshy,29.4M,5.2M,1.2M,1.9K,616,tiktok,march,2022
154,elmarianaa,ElMariana,6.5M,3.8M,834.8K,1.6K,3.3K,tiktok,march,2022
155,somi_official_,JEON SOMI,6.1M,3M,746.3K,4.6K,2.3K,tiktok,march,2022
156,craggygames,Craggy Games,306.8K,7M,189.3K,726,10.9K,tiktok,march,2022
157,gritside,gritside,3.6M,3.5M,446.4K,1.5K,8.3K,tiktok,march,2022
158,charlieputh,Charlie Puth,16.1M,3.5M,509.1K,5.8K,2.6K,tiktok,march,2022
159,spencer_serafica,Xspencer,12.3M,4M,663.2K,4.1K,1.6K,tiktok,march,2022
160,mikaylahau,Mikaylah,4.2M,3M,386.4K,9.9K,3.2K,tiktok,march,2022
161,kevinprieto077,kevinprieto077,1.8M,3.8M,589.3K,3.4K,3.1K,tiktok,march,2022
162,christianfabiannn,Christian Fabián D.,12M,4.8M,733.2K,3.7K,398,tiktok,march,2022
163,brotherofcolor,Heyimparis,12.7M,5M,609.5K,3.6K,1.1K,tiktok,march,2022
164,gavrilinaa,Юлька Шпулька🕷🕸,16.3M,3.9M,522.2K,4K,3K,tiktok,march,2022
165,phun.anh,Phùn Anh,2.7M,6.8M,374.2K,3.8K,1.7K,tiktok,march,2022
166,tooturnttony,Tooturnttony,15.6M,5.4M,464.6K,2.8K,2.8K,tiktok,march,2022
167,baimwong,Baim Wong,7.5M,5.1M,392.4K,3.7K,3.3K,tiktok,march,2022
168,maxtaylorlifts,Max Taylor,7.6M,3M,529K,4.4K,4.5K,tiktok,march,2022
169,kimberly11sofia,✨Kimberly11sofia✨,576.6K,1.9M,208K,27K,7.8K,tiktok,march,2022
170,lourdasprec,LOURD,8.7M,2.4M,592.1K,5.3K,4.3K,tiktok,march,2022
171,katiavlogss,KATIAVLOGS🐒,13.8M,4.6M,638.2K,3.5K,1.1K,tiktok,march,2022
172,itslennnie,lennnie,1.9M,1.9M,319.2K,2.4K,20K,tiktok,march,2022
173,couragejd,Jack CouRage Dunlop,3.1M,3.4M,391.5K,2.9K,7.1K,tiktok,march,2022
174,karimmahmoudabdelaziz,Karim Mahmoud Abdel Aziz,3.4M,5.3M,375.6K,2.5K,4.1K,tiktok,march,2022
175,jbdjebb,Jean-Baptiste Djebbari,1.1M,2.9M,448.6K,6.2K,3.8K,tiktok,march,2022
176,dailymug69,It’s a sad story...,4.2M,4.1M,544.2K,5.6K,251,tiktok,march,2022
177,superfirsthero,СУПЕРПЕРВЫЙГЕРОЙ,1.6M,2.8M,526.1K,4.4K,4.5K,tiktok,march,2022
178,cookingwithlynja,Lynja,9.9M,5.2M,649K,2.5K,1.4K,tiktok,march,2022
179,gordonramsayofficial,Gordon Ramsay,31.7M,5.7M,557.2K,3.2K,835,tiktok,march,2022
180,nabela,nabela,7.2M,5.4M,627.1K,2.6K,1.2K,tiktok,march,2022
181,alexwaarren,Alex warren,15.2M,4.6M,769K,1.3K,2.3K,tiktok,march,2022
182,ayesebastien,Sebastien,7.2M,3.1M,565.3K,2.8K,4.6K,tiktok,march,2022
183,jamie32bsh,Jamie Big Sorrel Hor,7.1M,5.8M,313.6K,4.7K,2.2K,tiktok,march,2022
184,maxthemeatguy,Max The Meat Guy,3.8M,6.2M,681.9K,1.7K,1.2K,tiktok,march,2022
185,andy.and.michelle,Andy & Michelle,3.7M,3.1M,438.1K,2.8K,6.1K,tiktok,march,2022
186,realmsp,RealMsP,349.1K,4.9M,771.9K,2K,1.1K,tiktok,march,2022
187,gameofthrones,Game of Thrones,647.3K,3M,359.5K,1.9K,9K,tiktok,march,2022
188,ameliadimz,ameliadimz,1.3M,3.7M,529.8K,4.1K,1.8K,tiktok,march,2022
189,chris,Chris Olsen,7.2M,6.1M,712.1K,1.6K,1.1K,tiktok,march,2022
190,isaach.p,Isaac H.P,1.6M,2.4M,230K,11K,9.7K,tiktok,march,2022
191,billlnai,nai,8.4M,3.1M,797.1K,3.2K,1.4K,tiktok,march,2022
192,samseats,Sam Way,8.7M,3.6M,618.5K,2.8K,2.2K,tiktok,march,2022
193,soysuco_ff,Suco Ismael,3.7M,3.4M,430.5K,6.6K,981,tiktok,march,2022
194,gaynadia,nadia,287.9K,2.2M,583.8K,4.4K,4.1K,tiktok,march,2022
195,thatlittlepuff,ThatLittlePuff,25M,5.1M,612.9K,1.4K,2.1K,tiktok,march,2022
196,lachama4_ff,LA CHAMA ᴰ,8.3M,2.9M,477K,7.3K,693,tiktok,march,2022
197,envydo,envy,198.7K,1.8M,476.1K,9.2K,3.3K,tiktok,march,2022
198,k1lauea,killazz,128.2K,1.8M,451.4K,9.1K,3.7K,tiktok,march,2022
199,noreportar08,noreportar08,265.3K,4M,104.9K,11.1K,12.9K,tiktok,march,2022
200,elrodcontreras,ROD🥴,40.1M,3.3M,521K,4.8K,1K,tiktok,march,2022
201,k1lauea,killazz,128.2K,1.8M,451.4K,9.1K,3.7K,tiktok,march,2022
202,noreportar08,noreportar08,265.3K,4M,104.9K,11.1K,12.9K,tiktok,march,2022
203,elrodcontreras,ROD🥴,40.1M,3.3M,521K,4.8K,1K,tiktok,march,2022
204,kpp2179393999,きゃりーぱみゅぱみゅの裏垢,834.9K,6.5M,345.5K,1.3K,3.2K,tiktok,march,2022
205,elgato,Rodrigo EL GATO,3.2M,3.3M,454K,4K,2.7K,tiktok,march,2022
206,carolfermichh,CarolFerMichh,6.2M,4.3M,664.8K,2.4K,1.1K,tiktok,march,2022
207,montpantoja,Montpantoja,32.3M,3.5M,652.5K,3.2K,1.2K,tiktok,march,2022
208,mmmjoemele,Joe Mele,21M,4.3M,608.4K,2.2K,1.5K,tiktok,march,2022
209,1xgoku,goku,74.8K,1.9M,345.6K,2.5K,12.2K,tiktok,march,2022
210,anthonnyswagg3,anthonnyswagg,8.5M,8.1M,469.6K,1.7K,797,tiktok,march,2022
211,bjjojo_,j🐞j🦋fan,61.6K,2M,354.5K,6.2K,7.3K,tiktok,march,2022
212,uberkuloz,Berk Keklik,1M,5.2M,394.7K,2.1K,2.5K,tiktok,march,2022
213,nilskue,Nils Kuesel,9.5M,2.6M,515.4K,5.2K,1.8K,tiktok,march,2022
214,mcsilsiloficial,@mcsilsiloficial,5.8M,2.6M,201.7K,4.7K,13.7K,tiktok,march,2022
215,labrinth,Labrinth,924.9K,4.2M,416.9K,3.4K,1.9K,tiktok,march,2022
216,oilywhitehat,🔌,197.3K,5.5M,373.5K,3.1K,1.4K,tiktok,march,2022
217,jacksepticeye,Jacksepticeye,4.2M,2.9M,512.7K,4.3K,1.9K,tiktok,march,2022
218,marisol.viola,marisol viola,1.1M,2.6M,504.8K,4.1K,3.1K,tiktok,march,2022
219,strangehumano,strangehumman NOVA,7.8M,3.2M,386.3K,4.5K,3K,tiktok,march,2022
220,playboyjuju,🕷,259.4K,3.3M,291.2K,5.5K,4.2K,tiktok,march,2022
221,itsjessibaby,Jessi,5M,3.1M,738.5K,3.2K,835,tiktok,march,2022
222,bbykevv_,Kevin Nguyen,1.6M,3.2M,633.1K,2.1K,2.4K,tiktok,march,2022
223,nykolasteles,Nykolas Teles,3.8M,2.7M,368.8K,5.8K,3.4K,tiktok,march,2022
224,morimura,MoriMura🍕,6.4M,2.2M,483K,4.4K,4.1K,tiktok,march,2022
225,danisoomin,daniela kim,8.4M,3.4M,492.7K,4.1K,1.2K,tiktok,march,2022
226,tenderlybaemusic,tenderlybae,14.4M,3.6M,409.5K,4.6K,1.5K,tiktok,march,2022
227,ig_alongwiranda,🕌🏃,880.7K,3.2M,129.4K,1.2K,20K,tiktok,march,2022
228,crisdevilgamer7,CrisDevilGamer,4.5M,3.5M,388.1K,5.2K,1.2K,tiktok,march,2022
229,meishmoe,meishmoe,3.9M,2.5M,534.5K,2.4K,4.1K,tiktok,march,2022
230,maylathanzin,Maylathanzin,1.9M,3.5M,417.6K,1.2K,4.7K,tiktok,march,2022
231,zuuzina,👽,1.2M,2.7M,342.4K,4.2K,5.1K,tiktok,march,2022
232,jennifergarner,Jen Garner,2.1M,3.4M,315K,5.6K,2.4K,tiktok,march,2022
233,seventeen17_official,SEVENTEEN,3.9M,1.5M,375.9K,11.1K,4.1K,tiktok,march,2022
234,meosimmyyt,Mèo Simmy,3.9M,2.7M,367.1K,7.1K,1.5K,tiktok,march,2022
235,mariabecerra_22,Maria Becerra,6.1M,3.2M,553.9K,3.6K,1.2K,tiktok,march,2022
236,frostech,FROSTECH,321K,3.4M,411K,1.5K,4.6K,tiktok,march,2022
237,p0_2,مشاري بن عبدالعزيز  -,1.7M,4.9M,233.7K,6K,1.5K,tiktok,march,2022
238,joelbergs,JoelBergs,11.2M,3.4M,636.3K,1.7K,2.2K,tiktok,march,2022
239,euro2024,EURO2024,6.8M,2.5M,407.3K,2.9K,5.4K,tiktok,march,2022
240,daz_black,daz_black,7M,2.3M,506.4K,4.3K,2.9K,tiktok,march,2022
241,claragnds,Maria Clara Garcia,16M,2.8M,401.5K,5.2K,2.1K,tiktok,march,2022
242,desartdestro,desartdestro,7.8M,5.4M,368.3K,2K,2.1K,tiktok,march,2022
243,camilacabello,Camila Cabello,15.3M,5.2M,321.8K,2.8K,2K,tiktok,march,2022
244,berkcoskunofficial,Berk Coşkun,3.5M,5.6M,194.2K,2.9K,4.5K,tiktok,march,2022
245,ser.geybin,Ser Geybin,1.7M,3.8M,383.5K,2.2K,3.3K,tiktok,march,2022
246,anthpo,Anthony Po,688.3K,1.7M,414.2K,4.7K,6.9K,tiktok,march,2022
247,erikarichardo,erika,7.9M,4.6M,578.7K,2.5K,472,tiktok,march,2022
248,thegnshow,The Graham Norton Show,1.2M,4.9M,491K,807,2.5K,tiktok,march,2022
249,cx_.q,مصطفى البصراوي 62,2.1M,3.9M,234.7K,3.1K,5.4K,tiktok,march,2022
250,owen.han,MANGIAMOH,1.5M,4.8M,376.2K,1.2K,3.1K,tiktok,march,2022
251,keniaos,KeniaOs,13.7M,2.2M,371.2K,7.5K,2K,tiktok,march,2022
252,angryreactions,Oneya D’Amelio,25.8M,2.8M,406.2K,6.2K,680,tiktok,march,2022
253,saraecheagaray,sara,7M,3.6M,700.7K,2K,1K,tiktok,march,2022
254,ana_eusse,Ana Maria,10.5M,4.4M,665.5K,2.1K,560,tiktok,march,2022
255,ani__mel,Melody 🌱,798.6K,1.9M,359.7K,2.7K,8.5K,tiktok,march,2022
256,julianjacob,Julian Jacob,1.2M,3.8M,496.5K,2.4K,1.6K,tiktok,march,2022
257,averywit,Avery,1M,5.4M,724.1K,1.6K,293,tiktok,march,2022
258,buithanhtuyen2003,𝐓𝐮𝐲𝐞̂̀𝐧 𝐗𝐮 𝐓𝐕 💦,1.8M,1.6M,228.8K,18.5K,1.9K,tiktok,march,2022
259,emilythetrimmer,Emily Mohring,492.6K,5.8M,267.9K,1.7K,3.1K,tiktok,march,2022
260,fabru_blacutt,Fabru,17M,5.3M,544.8K,1.9K,642,tiktok,march,2022
261,yoangelolo,Angelo Bahu,1.2M,2.4M,224.3K,12.2K,1.5K,tiktok,march,2022
262,virginiafonseca,Virginia,30.6M,4.4M,566.4K,2.3K,679,tiktok,march,2022
263,haritsuuu,ハリツ🌿極,1.3M,4.1M,158.1K,4.9K,6.4K,tiktok,march,2022
264,thekapelariz,The Kapelari Family,1.1M,2.8M,464.2K,3.5K,2.1K,tiktok,march,2022
265,camavinga,Eduardo Camavinga,1M,3.3M,522.3K,2.5K,1.6K,tiktok,march,2022
266,feezius,feezius,2.1M,4M,525.8K,2.8K,654,tiktok,march,2022
267,lights.are.off,LIGHTS ARE OFF,18.7M,2.9M,292.7K,6.3K,2.1K,tiktok,march,2022
268,benjaminmaissecret,benjamin,174.4K,7M,39.2K,24K,1.7K,tiktok,march,2022
269,calebrownn,Cale Brown,5M,2.7M,459.5K,1.5K,4.2K,tiktok,march,2022
270,realuser_1,Jrm,1.6M,4.1M,411.5K,2.5K,1.7K,tiktok,march,2022
271,anas_elshayib,انس الشايب,3.6M,4.6M,194K,6.1K,1.8K,tiktok,march,2022
